0.001 sec,,20.0 sec,,60.0 sec,
2259.531,0,11100.0,76,#SAKNAS,#SAKNAS
2263.015,73,11120.0,75,#SAKNAS,#SAKNAS
2267.025,74,11140.0,76,#SAKNAS,#SAKNAS
2271.002,71,11160.0,72,#SAKNAS,#SAKNAS
2275.012,69,11180.0,75,#SAKNAS,#SAKNAS
2279.025,67,11200.0,76,#SAKNAS,#SAKNAS
2286.001,67,11220.0,0,#SAKNAS,#SAKNAS
2287.015,69,11240.0,82,#SAKNAS,#SAKNAS
2291.026,71,11260.0,79,#SAKNAS,#SAKNAS
2295.001,69,11280.0,0,#SAKNAS,#SAKNAS
2299.014,71,11300.0,76,#SAKNAS,#SAKNAS
2303.027,72,11320.0,75,#SAKNAS,#SAKNAS
2307.002,74,11340.0,0,#SAKNAS,#SAKNAS
2311.013,76,11360.0,0,#SAKNAS,#SAKNAS
2315.032,73,11380.0,63,#SAKNAS,#SAKNAS
2319.001,72,11400.0,0,#SAKNAS,#SAKNAS
2319.524,0,11420.0,0,#SAKNAS,#SAKNAS
2323.021,70,11440.0,0,#SAKNAS,#SAKNAS
2327.031,69,11460.0,67,#SAKNAS,#SAKNAS
2331.002,72,11480.0,69,#SAKNAS,#SAKNAS
2338.015,72,11500.0,0,#SAKNAS,#SAKNAS
2339.025,71,11520.0,0,#SAKNAS,#SAKNAS
2343.004,73,11540.0,0,#SAKNAS,#SAKNAS
2347.02,75,11560.0,0,#SAKNAS,#SAKNAS
2351.023,74,11580.0,0,#SAKNAS,#SAKNAS
2355.002,73,11600.0,68,#SAKNAS,#SAKNAS
2359.013,70,11620.0,67,#SAKNAS,#SAKNAS
2363.027,69,11640.0,0,#SAKNAS,#SAKNAS
2367.004,67,11660.0,0,#SAKNAS,#SAKNAS
2371.013,66,11680.0,0,#SAKNAS,#SAKNAS
2375.028,64,11700.0,0,#SAKNAS,#SAKNAS
2379.001,65,11720.0,0,#SAKNAS,#SAKNAS
2379.524,0,11740.0,0,#SAKNAS,#SAKNAS
2383.014,66,11760.0,0,#SAKNAS,#SAKNAS
2387.027,67,11780.0,0,#SAKNAS,#SAKNAS
2391.001,69,11800.0,0,#SAKNAS,#SAKNAS
2395.012,71,11820.0,0,#SAKNAS,#SAKNAS
2399.031,74,11840.0,0,#SAKNAS,#SAKNAS
2403.001,76,11860.0,0,#SAKNAS,#SAKNAS
2407.019,78,11880.0,0,#SAKNAS,#SAKNAS
2411.027,75,11900.0,105,#SAKNAS,#SAKNAS
2415.008,72,11920.0,0,#SAKNAS,#SAKNAS
2419.015,69,11940.0,90,#SAKNAS,#SAKNAS
2423.024,67,11960.0,86,#SAKNAS,#SAKNAS
2430.001,67,11980.0,84,#SAKNAS,#SAKNAS
2431.015,66,12000.0,83,#SAKNAS,#SAKNAS
2435.026,64,12020.0,88,#SAKNAS,#SAKNAS
2439.527,0,12040.0,93,#SAKNAS,#SAKNAS
2442.003,64,12060.0,96,#SAKNAS,#SAKNAS
2443.014,62,12080.0,89,#SAKNAS,#SAKNAS
2447.028,65,12100.0,80,#SAKNAS,#SAKNAS
2451.001,67,12120.0,85,#SAKNAS,#SAKNAS
2455.014,70,12140.0,93,#SAKNAS,#SAKNAS
2459.025,72,12160.0,91,#SAKNAS,#SAKNAS
2463.003,73,12180.0,87,#SAKNAS,#SAKNAS
2467.013,74,12200.0,85,#SAKNAS,#SAKNAS
2471.027,77,12220.0,79,#SAKNAS,#SAKNAS
2475.003,79,12240.0,87,#SAKNAS,#SAKNAS
2479.012,76,12260.0,86,#SAKNAS,#SAKNAS
2483.028,73,12280.0,80,#SAKNAS,#SAKNAS
2487.0,72,12300.0,72,#SAKNAS,#SAKNAS
2491.014,74,12320.0,80,#SAKNAS,#SAKNAS
2495.026,72,12340.0,81,#SAKNAS,#SAKNAS
2499.003,70,12360.0,84,#SAKNAS,#SAKNAS
2499.524,0,12380.0,78,#SAKNAS,#SAKNAS
2503.014,67,12400.0,83,#SAKNAS,#SAKNAS
2507.027,69,12420.0,78,#SAKNAS,#SAKNAS
2511.002,71,12440.0,71,#SAKNAS,#SAKNAS
2515.015,72,12460.0,77,#SAKNAS,#SAKNAS
2519.034,74,12480.0,0,#SAKNAS,#SAKNAS
2523.001,74,12500.0,90,#SAKNAS,#SAKNAS
2527.017,76,12520.0,100,#SAKNAS,#SAKNAS
2531.033,77,12540.0,100,#SAKNAS,#SAKNAS
2535.002,78,12560.0,0,#SAKNAS,#SAKNAS
2539.015,76,12580.0,91,#SAKNAS,#SAKNAS
2546.026,76,12600.0,101,#SAKNAS,#SAKNAS
2547.002,73,12620.0,102,#SAKNAS,#SAKNAS
2551.014,72,12640.0,97,#SAKNAS,#SAKNAS
2555.027,70,12660.0,96,#SAKNAS,#SAKNAS
2559.002,68,12680.0,0,#SAKNAS,#SAKNAS
2559.524,0,12700.0,101,#SAKNAS,#SAKNAS
2563.015,66,12720.0,96,#SAKNAS,#SAKNAS
2570.028,66,12740.0,91,#SAKNAS,#SAKNAS
2575.014,68,12760.0,98,#SAKNAS,#SAKNAS
2579.025,70,12780.0,96,#SAKNAS,#SAKNAS
2583.002,69,12800.0,97,#SAKNAS,#SAKNAS
2587.012,71,12820.0,99,#SAKNAS,#SAKNAS
2591.024,72,12840.0,89,#SAKNAS,#SAKNAS
2594.999,75,12860.0,86,#SAKNAS,#SAKNAS
2599.018,74,12880.0,92,#SAKNAS,#SAKNAS
2603.025,73,12900.0,94,#SAKNAS,#SAKNAS
2607.003,71,12920.0,87,#SAKNAS,#SAKNAS
2611.013,73,12940.0,0,#SAKNAS,#SAKNAS
2618.027,73,12960.0,0,#SAKNAS,#SAKNAS
2619.009,71,12980.0,75,#SAKNAS,#SAKNAS
2619.527,0,13000.0,76,#SAKNAS,#SAKNAS
2623.014,69,13020.0,74,#SAKNAS,#SAKNAS
2627.027,67,13040.0,68,#SAKNAS,#SAKNAS
2634.002,67,13060.0,63,#SAKNAS,#SAKNAS
2635.014,68,13080.0,0,#SAKNAS,#SAKNAS
2639.025,67,13100.0,0,#SAKNAS,#SAKNAS
2643.001,66,13120.0,71,#SAKNAS,#SAKNAS
2647.013,68,13140.0,0,#SAKNAS,#SAKNAS
2651.028,69,13160.0,0,#SAKNAS,#SAKNAS
2655.0,72,13180.0,0,#SAKNAS,#SAKNAS
2659.015,74,13200.0,86,#SAKNAS,#SAKNAS
2663.026,76,13220.0,87,#SAKNAS,#SAKNAS
2667.007,77,13240.0,83,#SAKNAS,#SAKNAS
2671.014,78,13260.0,84,#SAKNAS,#SAKNAS
2675.032,75,13280.0,93,#SAKNAS,#SAKNAS
2679.531,0,13300.0,95,#SAKNAS,#SAKNAS
2682.0,75,13320.0,91,#SAKNAS,#SAKNAS
2683.014,73,13340.0,0,#SAKNAS,#SAKNAS
2687.024,72,13360.0,98,#SAKNAS,#SAKNAS
2691.01,70,13380.0,89,#SAKNAS,#SAKNAS
2695.014,72,13400.0,82,#SAKNAS,#SAKNAS
2699.025,70,13420.0,0,#SAKNAS,#SAKNAS
2703.001,73,13440.0,0,#SAKNAS,#SAKNAS
2707.014,72,13460.0,0,#SAKNAS,#SAKNAS
2711.025,70,13480.0,0,#SAKNAS,#SAKNAS
2715.001,69,13500.0,0,#SAKNAS,#SAKNAS
2719.013,67,13520.0,85,#SAKNAS,#SAKNAS
2723.027,66,13540.0,86,#SAKNAS,#SAKNAS
2727.009,67,13560.0,93,#SAKNAS,#SAKNAS
2731.014,66,13580.0,98,#SAKNAS,#SAKNAS
2735.025,69,13600.0,97,#SAKNAS,#SAKNAS
2739.008,70,13620.0,98,#SAKNAS,#SAKNAS
2739.527,0,13640.0,100,#SAKNAS,#SAKNAS
2743.019,72,13660.0,105,#SAKNAS,#SAKNAS
2747.027,70,13680.0,101,#SAKNAS,#SAKNAS
2751.002,71,13700.0,0,#SAKNAS,#SAKNAS
2755.014,73,13720.0,71,#SAKNAS,#SAKNAS
2759.027,75,13740.0,68,#SAKNAS,#SAKNAS
2763.005,74,13760.0,76,#SAKNAS,#SAKNAS
2767.013,73,13780.0,73,#SAKNAS,#SAKNAS
2771.026,74,13800.0,73,#SAKNAS,#SAKNAS
2774.999,75,13820.0,76,#SAKNAS,#SAKNAS
2779.014,78,13840.0,73,#SAKNAS,#SAKNAS
2783.025,79,13860.0,72,#SAKNAS,#SAKNAS
2787.002,81,13880.0,74,#SAKNAS,#SAKNAS
2790.041,79,13900.0,73,#SAKNAS,#SAKNAS
2794.052,77,13920.0,75,#SAKNAS,#SAKNAS
2799.523,0,13940.0,78,#SAKNAS,#SAKNAS
2801.027,77,13960.0,77,#SAKNAS,#SAKNAS
2802.045,77,13980.0,74,#SAKNAS,#SAKNAS
2806.014,75,14000.0,71,#SAKNAS,#SAKNAS
2810.026,73,14020.0,70,#SAKNAS,#SAKNAS
2814.04,71,14040.0,69,#SAKNAS,#SAKNAS
2818.014,73,14060.0,0,#SAKNAS,#SAKNAS
2822.026,75,14080.0,66,#SAKNAS,#SAKNAS
2826.003,77,14100.0,58,#SAKNAS,#SAKNAS
2833.014,77,14120.0,54,#SAKNAS,#SAKNAS
2834.027,79,14140.0,57,#SAKNAS,#SAKNAS
2838.003,81,14160.0,0,#SAKNAS,#SAKNAS
2842.014,80,14180.0,52,#SAKNAS,#SAKNAS
2846.025,79,14200.0,59,#SAKNAS,#SAKNAS
2850.024,77,14220.0,0,#SAKNAS,#SAKNAS
2854.014,76,14240.0,65,#SAKNAS,#SAKNAS
2858.027,73,14260.0,64,#SAKNAS,#SAKNAS
2859.528,0,14280.0,64,#SAKNAS,#SAKNAS
2865.001,73,14300.0,71,#SAKNAS,#SAKNAS
2866.015,72,14320.0,72,#SAKNAS,#SAKNAS
2870.027,69,14340.0,66,#SAKNAS,#SAKNAS
2874.0,66,14360.0,70,#SAKNAS,#SAKNAS
2878.014,67,14380.0,70,#SAKNAS,#SAKNAS
2882.033,70,14400.0,73,#SAKNAS,#SAKNAS
2886.007,69,14420.0,75,#SAKNAS,#SAKNAS
2890.014,67,14440.0,74,#SAKNAS,#SAKNAS
2894.024,65,14460.0,76,#SAKNAS,#SAKNAS
2898.003,66,14480.0,74,#SAKNAS,#SAKNAS
2902.014,68,14500.0,75,#SAKNAS,#SAKNAS
2906.026,69,14520.0,71,#SAKNAS,#SAKNAS
2910.002,71,14540.0,71,#SAKNAS,#SAKNAS
2914.014,68,14560.0,73,#SAKNAS,#SAKNAS
2918.027,69,14580.0,73,#SAKNAS,#SAKNAS
2919.527,0,14600.0,76,#SAKNAS,#SAKNAS
2922.012,70,14620.0,75,#SAKNAS,#SAKNAS
2926.016,70,14640.0,73,#SAKNAS,#SAKNAS
2930.027,69,14660.0,70,#SAKNAS,#SAKNAS
2934.001,66,14680.0,69,#SAKNAS,#SAKNAS
2938.013,69,14700.0,70,#SAKNAS,#SAKNAS
2942.027,71,14720.0,72,#SAKNAS,#SAKNAS
2946.002,74,14740.0,74,#SAKNAS,#SAKNAS
2950.016,76,14760.0,73,#SAKNAS,#SAKNAS
2954.024,76,14780.0,73,#SAKNAS,#SAKNAS
2958.001,77,14800.0,79,#SAKNAS,#SAKNAS
2962.012,78,14820.0,75,#SAKNAS,#SAKNAS
2966.025,77,14840.0,73,#SAKNAS,#SAKNAS
2970.002,76,14860.0,70,#SAKNAS,#SAKNAS
2974.014,75,14880.0,70,#SAKNAS,#SAKNAS
2978.034,74,14900.0,69,#SAKNAS,#SAKNAS
2979.527,0,14920.0,71,#SAKNAS,#SAKNAS
2982.001,71,14940.0,68,#SAKNAS,#SAKNAS
2986.014,69,14960.0,71,#SAKNAS,#SAKNAS
2990.027,67,14980.0,70,#SAKNAS,#SAKNAS
2996.998,67,15000.0,70,#SAKNAS,#SAKNAS
2998.016,68,15020.0,71,#SAKNAS,#SAKNAS
3002.034,69,15040.0,73,#SAKNAS,#SAKNAS
3006.001,72,15060.0,74,#SAKNAS,#SAKNAS
3010.013,74,15080.0,72,#SAKNAS,#SAKNAS
3014.029,75,15100.0,72,#SAKNAS,#SAKNAS
3018.008,77,15120.0,0,#SAKNAS,#SAKNAS
3022.015,79,15140.0,68,#SAKNAS,#SAKNAS
3029.028,79,15160.0,70,#SAKNAS,#SAKNAS
3030.002,78,15180.0,64,#SAKNAS,#SAKNAS
3034.012,79,15200.0,72,#SAKNAS,#SAKNAS
3038.027,78,15220.0,76,#SAKNAS,#SAKNAS
3039.527,0,15240.0,77,#SAKNAS,#SAKNAS
3042.001,75,15260.0,76,#SAKNAS,#SAKNAS
3046.013,74,15280.0,0,#SAKNAS,#SAKNAS
3050.026,72,15300.0,68,#SAKNAS,#SAKNAS
3054.002,70,15320.0,71,#SAKNAS,#SAKNAS
3058.015,68,15340.0,71,#SAKNAS,#SAKNAS
3062.032,65,15360.0,71,#SAKNAS,#SAKNAS
3066.009,66,15380.0,71,#SAKNAS,#SAKNAS
3070.021,67,15400.0,77,#SAKNAS,#SAKNAS
3077.03,67,15420.0,71,#SAKNAS,#SAKNAS
3078.002,65,15440.0,68,#SAKNAS,#SAKNAS
3082.014,67,15460.0,71,#SAKNAS,#SAKNAS
3086.025,68,15480.0,73,#SAKNAS,#SAKNAS
3090.001,71,15500.0,71,#SAKNAS,#SAKNAS
3097.013,71,15520.0,74,#SAKNAS,#SAKNAS
3098.025,72,15540.0,73,#SAKNAS,#SAKNAS
3099.526,0,15560.0,73,#SAKNAS,#SAKNAS
3102.001,75,15580.0,0,#SAKNAS,#SAKNAS
3106.013,74,15600.0,99,#SAKNAS,#SAKNAS
3113.026,74,15620.0,102,#SAKNAS,#SAKNAS
3118.015,72,15640.0,105,#SAKNAS,#SAKNAS
3122.027,71,15660.0,0,#SAKNAS,#SAKNAS
3126.002,73,15680.0,0,#SAKNAS,#SAKNAS
3130.014,70,15700.0,103,#SAKNAS,#SAKNAS
3134.027,69,15720.0,0,#SAKNAS,#SAKNAS
3138.004,68,15740.0,0,#SAKNAS,#SAKNAS
3142.013,66,15760.0,0,#SAKNAS,#SAKNAS
3146.026,67,15780.0,0,#SAKNAS,#SAKNAS
3150.001,66,15800.0,0,#SAKNAS,#SAKNAS
3154.014,67,15820.0,0,#SAKNAS,#SAKNAS
3158.027,68,15840.0,80,#SAKNAS,#SAKNAS
3159.524,0,15860.0,76,#SAKNAS,#SAKNAS
3162.002,70,15880.0,81,#SAKNAS,#SAKNAS
3166.014,73,15900.0,90,#SAKNAS,#SAKNAS
3170.028,75,15920.0,0,#SAKNAS,#SAKNAS
3174.003,72,15940.0,0,#SAKNAS,#SAKNAS
3178.013,74,15960.0,0,#SAKNAS,#SAKNAS
3182.025,75,15980.0,0,#SAKNAS,#SAKNAS
3186.002,76,16000.0,0,#SAKNAS,#SAKNAS
3190.021,77,16020.0,0,#SAKNAS,#SAKNAS
3194.034,79,16040.0,0,#SAKNAS,#SAKNAS
3198.007,77,16060.0,0,#SAKNAS,#SAKNAS
3202.013,78,16080.0,0,#SAKNAS,#SAKNAS
3206.025,76,16100.0,0,#SAKNAS,#SAKNAS
3210.003,75,16120.0,0,#SAKNAS,#SAKNAS
3214.014,76,16140.0,0,#SAKNAS,#SAKNAS
3218.027,74,16160.0,0,#SAKNAS,#SAKNAS
3219.525,0,16180.0,0,#SAKNAS,#SAKNAS
3222.002,71,16200.0,0,#SAKNAS,#SAKNAS
3226.015,69,16220.0,87,#SAKNAS,#SAKNAS
3230.028,68,16240.0,0,#SAKNAS,#SAKNAS
3234.002,66,16260.0,0,#SAKNAS,#SAKNAS
3238.014,68,16280.0,0,#SAKNAS,#SAKNAS
3242.026,69,16300.0,0,#SAKNAS,#SAKNAS
3246.003,71,16320.0,0,#SAKNAS,#SAKNAS
3250.015,0,16340.0,0,#SAKNAS,#SAKNAS
3254.026,72,16360.0,0,#SAKNAS,#SAKNAS
3261.002,72,16380.0,0,#SAKNAS,#SAKNAS
3262.014,70,16400.0,0,#SAKNAS,#SAKNAS
3266.025,69,16420.0,0,#SAKNAS,#SAKNAS
3270.001,68,16440.0,0,#SAKNAS,#SAKNAS
3274.013,71,16460.0,0,#SAKNAS,#SAKNAS
3278.027,70,16480.0,0,#SAKNAS,#SAKNAS
3279.53,0,16500.0,0,#SAKNAS,#SAKNAS
3282.003,68,16520.0,0,#SAKNAS,#SAKNAS
3286.019,66,16540.0,0,#SAKNAS,#SAKNAS
3290.027,64,16560.0,0,#SAKNAS,#SAKNAS
3294.002,67,16580.0,0,#SAKNAS,#SAKNAS
3298.013,69,16600.0,0,#SAKNAS,#SAKNAS
3302.028,70,16620.0,0,#SAKNAS,#SAKNAS
3306.001,72,16640.0,0,#SAKNAS,#SAKNAS
3310.014,70,16660.0,0,#SAKNAS,#SAKNAS
3314.027,71,16680.0,0,#SAKNAS,#SAKNAS
3318.002,73,16700.0,0,#SAKNAS,#SAKNAS
3322.014,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3326.026,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3330.001,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3334.012,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3338.029,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3339.531,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3342.003,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3346.013,83,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3350.027,85,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3354.001,86,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3358.013,85,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3362.027,84,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3369.002,84,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3370.014,84,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3374.026,82,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3378.002,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3382.017,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3386.027,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3390.007,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3397.021,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3398.028,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3399.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3405.005,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3406.014,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3410.027,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3414.002,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3418.013,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3422.023,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3426.003,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3430.014,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3434.028,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3438.004,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3442.013,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3446.027,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3450.0,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3454.014,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3458.028,82,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3459.528,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3462.004,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3466.013,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3470.026,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3474.001,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3478.012,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3482.027,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3486.001,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3493.014,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3498.002,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3502.012,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3506.027,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3510.006,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3514.013,63,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3518.027,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3519.53,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3522.002,59,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3526.012,57,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3530.026,58,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3534.002,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3538.014,61,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3542.027,64,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3546.002,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3550.013,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3554.025,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3558.003,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3562.013,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3566.034,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3570.007,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3574.014,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3578.027,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3579.526,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3582.004,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3586.012,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3590.033,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3594.003,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3598.014,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3605.028,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3606.002,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3610.013,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3614.027,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3618.046,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3622.019,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3626.031,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3630.003,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3634.019,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3638.028,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3639.528,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3642.002,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3646.02,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3650.026,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3653.999,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3658.015,64,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3662.026,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3666.002,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3670.014,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3674.028,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3678.001,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3682.014,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3686.026,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3690.001,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3694.013,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3698.026,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3699.535,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3702.0,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3706.014,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3710.024,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3713.999,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3718.014,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3722.027,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3726.001,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3730.02,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3734.027,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3738.007,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3742.02,82,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3746.033,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3750.002,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3754.02,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3758.025,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3759.525,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3762.002,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3766.014,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3770.026,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3774.003,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3781.015,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3782.028,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3786.002,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3790.014,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3794.027,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3798.001,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3802.013,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3806.027,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3810.002,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3814.012,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3818.027,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3819.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3822.0,64,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3826.014,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3830.025,63,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3834.003,60,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3838.013,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3842.027,63,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3846.0,65,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3850.02,64,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
3854.033,62,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
