0.001 sec,,20.0 sec,,60.0 sec,
5267.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5273.964,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5280.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5287.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5294.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5301.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5308.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5315.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5317.015,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5319.529,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5321.027,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5325.003,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5329.014,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5333.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5340.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5347.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5354.024,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5361.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5368.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5375.025,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5379.525,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5382.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5389.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5396.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5403.009,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5410.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5417.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5424.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5431.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5438.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5439.525,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5445.005,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5452.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5459.026,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5466.004,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5473.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5477.027,110,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5481.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5488.013,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5495.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5499.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5502.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5509.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5516.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5523.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5530.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5537.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5544.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5551.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5558.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5559.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5565.003,116,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5569.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5576.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5583.004,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5590.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5597.036,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5604.01,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5605.015,112,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5609.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5616.005,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5619.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5623.022,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5630.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5637.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5644.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5649.005,113,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5653.016,114,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5657.028,112,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5661.001,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5664.189,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5670.077,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5677.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5679.531,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5684.025,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5691.001,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5698.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5705.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5712.005,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5719.019,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5726.025,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5733.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5739.563,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5740.011,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5747.029,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5754.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5761.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5768.029,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5775.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5782.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5789.027,109,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5793.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5799.525,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5800.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5807.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5814.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5821.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5828.026,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5835.004,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5842.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5849.026,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5856.001,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5859.529,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5863.017,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5865.347,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5872.017,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5877.94,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5884.022,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5891.032,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5898.001,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5905.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5912.064,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5919.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5919.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5926.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5933.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5940.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5947.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5954.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5961.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5968.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5975.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5977.014,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5979.533,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5981.027,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5985.008,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5989.011,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5993.027,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
5997.003,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6001.014,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6005.025,83,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6009.004,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6013.013,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6017.026,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6021.003,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6025.018,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6029.026,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6033.003,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6037.015,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6039.528,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6041.064,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6045.003,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6049.014,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6053.027,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6057.003,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6061.014,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6065.026,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6069.002,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6073.015,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6077.027,83,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6081.01,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6085.014,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6089.027,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6093.002,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6097.02,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6099.563,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6101.028,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6105.008,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6109.019,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6113.032,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6117.003,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6121.015,78,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6125.027,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6129.002,82,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6136.013,82,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6137.028,81,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6141.003,80,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6145.015,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6149.027,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6153.0,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6157.012,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6159.529,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6161.027,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6164.999,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6169.015,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6173.026,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6180.003,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6181.016,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6185.026,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6189.002,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6193.014,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6197.027,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6201.002,66,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6205.014,68,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6209.028,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6213.002,72,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6217.015,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6219.525,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6221.027,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6225.003,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6228.0,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6229.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6233.061,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6240.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6247.023,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6254.034,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6261.009,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6268.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6269.028,79,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6273.0,77,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6277.015,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6279.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6281.033,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6285.002,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6289.013,70,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6293.028,67,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6297.002,69,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6301.015,71,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6305.028,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6309.004,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6313.012,73,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6317.034,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6321.004,74,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6325.021,75,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6329.025,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6330.565,76,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6333.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6334.69,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6339.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6341.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6348.008,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6355.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6356.289,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6363.001,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6367.801,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6374.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6381.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6388.013,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6395.026,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6399.525,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6402.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6409.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6416.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6423.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6430.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6437.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6444.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6451.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6458.03,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6459.529,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6465.005,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6472.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6479.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6486.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6493.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6500.029,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6507.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6514.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6519.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6521.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6528.01,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6535.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6542.029,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6549.004,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6556.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6563.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6570.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6577.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6579.531,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6584.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6591.0,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6598.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6605.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6612.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6619.013,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6626.036,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6633.01,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6639.526,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6640.013,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6647.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6654.008,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6661.022,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6668.026,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6675.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6682.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6689.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6696.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6699.532,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6703.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6710.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6717.004,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6724.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6731.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6738.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6745.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6752.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6759.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6759.547,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6766.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6773.03,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6780.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6787.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6794.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6801.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6808.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6815.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6819.524,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6822.005,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6829.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6836.033,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6843.009,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6850.021,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6857.035,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6864.0,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6871.013,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6878.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6879.529,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6885.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6892.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6899.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6906.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6913.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6920.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6927.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6934.012,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6939.533,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6941.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6948.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6955.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6962.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6969.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6976.022,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6983.035,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6990.004,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6997.014,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
6999.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7004.033,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7011.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7018.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7025.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7032.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7039.013,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7046.026,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7053.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7059.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7060.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7067.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7074.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7081.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7088.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7095.002,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7102.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7109.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7116.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7119.529,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7123.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7130.026,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7137.003,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7144.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7151.028,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7158.008,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7165.015,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7172.03,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7179.001,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7179.527,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7186.016,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7193.027,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
7200.0,0,#SAKNAS,#SAKNAS,#SAKNAS,#SAKNAS
