59,0
30,0
26,0
40,0
53,0
52,0
48,0
48,85
57,0
56,85
46,0
37,0
41,0
52,0
50,0
45,73
46,74
45,0
47,73
48,74
43,75
43,0
52,71
50,70
51,0
48,75
57,71
54,0
49,0
51,0
40,0
38,0
33,0
28,108
27,0
27,0
25,82
20,95
14,105
10,112
11,0
7,88
11,93
13,94
9,0
8,0
10,0
9,0
10,0
7,118
11,0
9,122
5,0
2,100
3,0
4,0
8,0
5,63
4,65
1,0
-4,0
-7,65
-7,0
,0
,66
,63
,64
,0
,60
,61
,0
,0
,0
,0
,0
,66
,0
,59
,59
,0
,0
,0
,57
,54
,56
,0
,71
,66
,0
,0
,60
,0
,0
,57
,57
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,57
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,62
,65
,0
,0
,0
,65
,0
,59
,0
,0
,59
,0
,0
,0
,0
,0
,0
,0
,0
,86
,86
,91
,96
,87
,94
,103
,105
,101
,99
,101
,108
,103
,107
,108
,106
,0
,58
,60
,63
,59
,57
,57
,58
,60
,58
,58
,59
,58
,59
,58
,59
,61
,60
,63
,60
,62
,62
,59
,62
,60
,0
,64
,61
,57
,59
,58
,59
,61
,59
,58
,58
,58
,59
,60
,59
,59
,0
,58
,57
,57
,57
,58
,57
,57
,58
,57
,58
,61
,0
,69
,67
,59
,58
,61
,64
,59
,61
,62
,67
,66
,65
,0
,60
,61
,65
,70
,62
,67
,76
,74
,69
,76
,67
,63
,63
,65
,67
,0
,0
,73
,62
,0
,0
,0
,59
,0
,0
,57
,56
,0
,65
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,66
,67
,67
,68
,67
,67
,69
,71
,69
,67
,66
,68
,67
,67
,67
,67
,67
,65
,65
,72
,69
,72
,68
,0
,0
,0
,67
,69
,67
,67
,68
,70
,66
,66
,66
,0
,69
,64
,64
,60
,62
,69
,64
,61
,63
,65
,62
,60
,61
,0
,61
,64
,60
,0
,0
,60
,59
,62
,60
,60
,60
,60
,0
,59
,60
,63
,0
,70
,78
,76
,85
,0
,0
,0
,96
,99
,106
,0
,105
,106
,104
,107
,110
,104
,0
,100
,99
,0
,94
,86
,89
,90
,98
,96
,90
,88
,79
,81
,87
,0
,80
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,73
,72
,0
,98
,90
,0
,73
,80
,83
,76
,77
,75
,82
,74
,0
,0
,90
,65
,64
,0
,83
,78
,81
,76
,67
,59
,61
,59
,62
,69
,65
,71
,65
,59
,59
,65
,72
,60
,61
,60
,59
,61
,0
,60
,69
,67
,64
,68
,58
,64
,74
,76
,68
,61
,60
,65
,60
,67
,64
,70
,65
,60
,61
,65
,59
,62
,71
,75
,0
,0
,72
,76
,78
,71
,66
,68
,74
,65
,64
,64
,62
,66
,75
,81
,79
,77
,71
,77
,77
,77
,80
,73
,67
,69
,72
,72
,71
,71
,71
,73
,70
,78
,78
,69
,68
,66
,69
,72
,74
,78
,0
,73
,78
,0
,86
,0
,0
,0
,84
,82
,0
,0
,66
,64
,0
,70
,78
,77
,73
,64
,67
,77
,76
,71
,68
,72
,71
,75
,72
,64
,66
,71
,66
,72
,72
,76
,0
,76
,81
,0
,70
,69
,68
,65
,65
,59
,63
,69
,72
,64
,64
,67
,69
,66
,62
,60
,61
,63
,69
,72
,68
,66
,0
,68
,65
,71
,66
,0
,64
,64
,59
,58
,57
,57
,58
,59
,58
,58
,60
,59
,56
,56
,0
,71
,77
,78
,80
,72
,76
,0
,67
,61
,58
,64
,63
,60
,56
,56
,57
,56
,57
,56
,56
,57
,56
,57
,57
,57
,56
,57
,58
,0
,57
,57
,57
,57
,57
,55
,56
,56
,56
,57
,56
,56
,57
,56
,57
,58
,57
,57
,56
,56
,57
,57
,57
,56
,56
,56
,57
,56
,56
,56
,0
,65
,59
,65
,61
,57
,0
,65
,68
,66
,63
,72
,80
,81
,79
,80
,79
,78
,80
,81
