11400000.0,1
13800000.0,1
24240000.0,9
21780000.0,7
20460000.0,0
1140000.0,4
2340000.0,2
11160000.0,1
9360000.0,1
14940000.0,5
25740000.0,11
1980000.0,3
5340000.0,6
15180000.0,1
11460000.0,1
1800000.0,1
180000.0,1
12060000.0,2
2700000.0,1
6660000.0,10
4680000.0,3
4740000.0,4
17040000.0,6
3960000.0,1
7140000.0,1
9240000.0,2
13800000.0,7
8340000.0,3
11640000.0,1
5280000.0,0
11040000.0,11
7500000.0,11
7080000.0,1
13200000.0,5
6480000.0,4
9000000.0,6
11700000.0,2
13320000.0,2
6000000.0,4
23340000.0,6
4080000.0,1
8700000.0,0
1560000.0,0
20580000.0,5
6540000.0,1
240000.0,2
18300000.0,9
3540000.0,7
2040000.0,0
3300000.0,1
15540000.0,21
22740000.0,7
0.0,2
7200000.0,4
180000.0,6
8040000.0,1
9540000.0,2
6600000.0,5
9900000.0,3
11340000.0,9
8040000.0,3
3840000.0,4
240000.0,2
2580000.0,1
19080000.0,5
15600000.0,4
6180000.0,1
3000000.0,2
1200000.0,1
14100000.0,1
12780000.0,3
9840000.0,2
5100000.0,3
14760000.0,1
11100000.0,7
8280000.0,4
4200000.0,1
12840000.0,4
7920000.0,4
6840000.0,2
12960000.0,3
7440000.0,1
18540000.0,1
12720000.0,2
7380000.0,8
4680000.0,0
8880000.0,7
3600000.0,2
9240000.0,3
1680000.0,3
300000.0,2
660000.0,2
17940000.0,3
13740000.0,4
20340000.0,4
3900000.0,3
27360000.0,10
7140000.0,2
7800000.0,2
12540000.0,4
5940000.0,6
9480000.0,1
4380000.0,4
7440000.0,2
6600000.0,3
6180000.0,0
8100000.0,7
960000.0,3
9240000.0,4
2100000.0,1
8760000.0,5
15840000.0,7
14460000.0,3
3840000.0,5
3180000.0,3
2400000.0,1
6060000.0,0
18000000.0,1
17400000.0,8
21780000.0,5
13980000.0,7
5640000.0,5
22260000.0,2
10200000.0,7
5040000.0,3
0,2
1140000.0,7
9480000.0,8
3960000.0,4
17340000.0,9
18240000.0,5
4800000.0,2
4080000.0,3
1080000.0,2
5100000.0,2
14280000.0,5
13500000.0,4
6240000.0,0
2580000.0,2
5040000.0,8
17580000.0,4
20580000.0,5
16560000.0,2
7200000.0,6
7800000.0,4
14100000.0,0
17760000.0,5
2100000.0,3
16140000.0,3
3000000.0,1
14760000.0,4
10740000.0,9
7140000.0,2
240000.0,1
4680000.0,2
1680000.0,4
0,3
14340000.0,5
420000.0,5
8640000.0,4
2460000.0,1
6300000.0,4
8400000.0,1
0,2
16200000.0,1
1800000.0,2
19260000.0,5
0,3
300000.0,2
23640000.0,9
10740000.0,6
4500000.0,5
11940000.0,5
1860000.0,6
19380000.0,5
6360000.0,1
9240000.0,12
1140000.0,3
13140000.0,1
600000.0,4
60000.0,3
21180000.0,4
1320000.0,7
840000.0,0
7080000.0,11
16860000.0,5
20760000.0,6
1920000.0,8
11340000.0,4
6660000.0,1
10380000.0,1
780000.0,4
8340000.0,9
6300000.0,6
21000000.0,11
4980000.0,1
6900000.0,2
10320000.0,0
26160000.0,1
2400000.0,4
7500000.0,1
14580000.0,3
21780000.0,5
10560000.0,5
10380000.0,10
14280000.0,31
60000.0,4
2580000.0,0
3900000.0,3
15780000.0,4
11640000.0,2
4200000.0,6
8280000.0,4
13440000.0,4
0.0,2
12900000.0,2
2340000.0,1
13200000.0,1
12840000.0,7
18660000.0,0
480000.0,3
5280000.0,2
12540000.0,5
7740000.0,2
19920000.0,1
10740000.0,0
22680000.0,0
2160000.0,4
1080000.0,5
12120000.0,0
10860000.0,1
13500000.0,2
5280000.0,6
13560000.0,5
14700000.0,2
6180000.0,1
14100000.0,2
1980000.0,3
12780000.0,7
0,2
780000.0,2
15420000.0,0
16260000.0,2
19680000.0,9
4800000.0,1
10080000.0,3
4440000.0,7
10200000.0,0
13440000.0,1
4740000.0,4
7740000.0,6
15840000.0,4
7740000.0,2
1500000.0,1
20520000.0,8
9900000.0,1
3540000.0,0
15000000.0,6
14520000.0,3
10860000.0,20
3240000.0,1
14280000.0,1
22140000.0,8
7140000.0,4
3900000.0,1
15000000.0,2
18600000.0,11
8040000.0,3
480000.0,5
