<1h,1-3h,3-6h,>6h
2.0,1.96,2.45,
12.13,8.12,8.25,
1.1,1.46,4.83,
4.51,5.64,11.07,
6.44,12.61,0.73,
9.33,10.49,7.39,
8.93,0.03,5.86,
3.11,7.48,6.64,
8.2,1.03,0.69,
0.03,1.33,1.46,
1.47,3.23,23.4,
2.1,5.77,5.73,
8.96,0.51,14.42,
2.01,2.3,34.5,
7.54,2.33,9.0,
1.95,2.44,6.09,
0.03,0.91,6.87,
10.66,3.69,6.34,
6.63,8.4,8.06,
0.86,7.07,22.12,
4.47,6.95,3.38,
5.53,17.04,2.6,
3.5,6.04,14.65,
3.94,5.74,6.38,
6.4,8.6,6.66,
17.41,14.35,2.59,
16.31,2.29,0.01,
13.97,1.47,17.25,
1.33,5.14,4.43,
16.38,6.5,13.55,
0.87,8.97,15.2,
7.36,5.39,32.24,
0.5,6.66,1.99,
8.9,9.63,2.9,
2.13,0.41,2.2,
8.6,13.52,4.95,
13.2,7.62,2.56,
6.42,5.42,3.54,
0.17,3.64,20.05,
0.28,0.73,17.22,
3.24,0.33,8.06,
5.52,3.2,11.88,
4.53,0.73,0.21,
12.93,2.28,7.87,
6.19,0.99,3.87,
16.05,4.42,7.02,
4.1,10.25,9.04,
1.84,4.16,22.96,
2.53,4.64,4.52,
6.51,11.78,8.97,
4.52,1.68,3.67,
0.22,2.79,11.09,
11.89,2.27,7.08,
8.55,3.65,14.97,
0.74,0.44,16.64,
9.14,2.63,27.04,
12.52,6.92,1.2,
1.51,5.65,16.36,
0.65,1.54,13.75,
0.28,8.03,1.91,
0.08,3.46,7.4,
2.19,32.12,0.54,
2.6,2.15,0.83,
4.88,14.06,1.51,
4.28,8.38,7.68,
5.2,0.05,2.84,
5.8,7.44,9.17,
4.01,0.04,5.43,
1.23,5.61,13.39,
9.53,1.58,18.2,
4.54,1.55,0.43,
7.65,7.96,6.41,
1.87,2.01,1.06,
6.27,6.77,8.31,
7.98,7.36,0.44,
1.21,11.51,10.95,
7.13,3.78,14.18,
3.99,7.99,17.96,
2.0,2.83,7.44,
19.44,0.27,8.44,
7.49,0.09,6.29,
9.98,3.39,10.2,
3.45,8.72,17.26,
1.52,1.43,1.07,
6.11,1.1,4.72,
25.77,8.73,11.43,
6.89,2.52,12.09,
0.38,4.74,3.21,
1.49,8.61,3.21,
7.54,1.71,5.45,
14.15,3.35,2.43,
1.23,2.0,8.87,
10.34,2.03,3.92,
5.95,5.75,3.3,
2.64,11.32,19.14,
5.93,7.18,8.43,
7.82,2.22,10.89,
15.15,8.6,1.72,
6.24,0.51,10.17,
4.47,3.47,11.44,
9.14,2.33,8.09,
3.84,1.37,3.31,
9.32,4.11,4.48,
7.1,14.98,3.43,
8.79,10.5,7.75,
3.97,0.79,6.97,
2.27,9.52,8.91,
2.72,8.28,0.95,
0.77,4.72,7.13,
1.66,5.86,7.16,
8.49,0.44,7.93,
3.57,5.08,1.04,
3.41,20.5,7.35,
2.92,3.74,5.82,
7.68,6.6,0.38,
2.09,4.6,1.34,
5.93,14.56,2.65,
9.11,1.96,1.76,
5.59,3.02,5.35,
0.98,7.17,39.68,
3.27,7.62,15.06,
2.83,1.9,4.35,
2.09,6.85,3.43,
4.24,3.43,2.38,
2.64,6.62,15.82,
0.68,10.46,23.77,
3.74,3.19,17.93,
14.27,6.61,10.35,
4.34,2.72,15.1,
4.35,7.82,0.64,
2.62,3.0,3.28,
1.73,2.55,6.74,
3.88,3.27,5.68,
8.51,11.04,11.52,
7.83,1.0,11.38,
2.8,2.96,7.13,
9.71,8.17,0.92,
2.25,2.71,3.13,
5.74,18.02,20.13,
2.32,1.14,9.43,
2.52,14.03,20.45,
5.03,3.49,11.47,
6.8,3.81,4.45,
8.58,7.03,6.73,
6.82,5.38,14.64,
2.21,3.38,15.12,
2.82,8.66,5.55,
12.78,3.75,13.7,
0.59,2.35,0.06,
4.09,7.0,6.95,
7.67,1.79,5.84,
6.45,4.24,17.73,
5.74,0.36,11.1,
6.33,9.8,1.45,
5.5,1.22,9.44,
5.82,3.06,26.41,
2.66,5.45,7.84,
6.04,5.75,4.12,
1.81,8.66,12.57,
3.38,2.3,4.96,
3.46,5.74,0.33,
3.1,8.44,4.17,
6.16,1.54,1.91,
2.14,7.46,1.13,
4.43,4.48,6.85,
1.79,1.52,1.5,
2.91,2.0,2.17,
3.3,1.42,9.67,
3.96,13.67,12.56,
7.33,2.49,7.11,
0.21,8.98,11.24,
4.36,15.48,12.53,
2.26,12.98,4.96,
0.79,3.02,10.03,
3.62,8.48,32.93,
2.13,7.93,5.65,
5.92,10.73,17.81,
0.9,7.28,3.37,
5.1,3.92,9.09,
8.79,12.98,11.6,
0.84,0.82,8.18,
1.43,6.08,5.72,
5.9,1.9,26.88,
1.93,5.24,10.72,
0.57,3.83,2.94,
3.03,12.0,3.27,
9.31,23.82,2.14,
5.52,8.17,0.65,
3.14,9.17,22.3,
1.58,4.43,7.71,
5.18,9.29,8.82,
6.06,10.29,14.52,
7.81,10.26,5.38,
0.47,6.54,0.2,
4.44,11.0,15.42,
1.52,6.61,1.96,
2.67,5.1,7.48,
11.39,3.7,34.77,
2.06,0.05,3.79,
1.89,8.79,11.18,
1.92,12.69,4.85,
6.98,4.63,3.04,
2.31,3.73,0.69,
3.06,3.84,20.72,
16.03,13.81,4.58,
0.52,5.9,3.09,
5.11,4.51,7.39,
5.14,3.55,5.43,
8.38,6.15,10.73,
0.83,3.75,0.27,
16.3,7.39,4.25,
0.16,3.32,0.36,
17.04,4.04,10.97,
1.22,21.64,2.69,
2.56,4.99,0.18,
5.98,14.28,0.39,
4.69,9.26,9.72,
6.94,9.72,17.92,
12.77,3.66,11.78,
1.13,2.85,2.77,
0.46,1.97,1.77,
17.42,8.75,6.1,
5.8,3.01,9.09,
1.26,9.0,25.8,
1.38,24.32,7.24,
2.93,13.34,2.84,
3.01,0.36,7.6,
3.46,16.12,9.0,
3.95,6.31,4.64,
4.48,5.64,0.26,
2.62,13.17,15.13,
8.73,20.24,4.15,
4.2,1.84,20.71,
4.24,6.92,8.09,
5.12,1.97,4.52,
4.37,17.9,12.56,
3.11,3.19,1.98,
6.0,1.14,4.69,
8.8,3.36,11.14,
2.84,6.45,1.88,
11.93,3.27,9.29,
1.96,0.39,2.37,
10.24,4.59,1.28,
5.4,1.6,3.65,
2.32,3.04,11.31,
9.28,6.9,13.43,
4.89,5.0,5.89,
16.14,0.73,7.93,
2.8,12.29,23.23,
0.36,0.98,6.56,
4.05,6.62,9.81,
3.95,2.28,1.87,
8.4,5.96,9.69,
0.77,0.98,4.86,
4.02,5.22,17.37,
7.52,1.5,22.52,
1.64,13.29,1.29,
7.97,2.19,16.72,
11.43,7.14,8.46,
6.64,3.99,9.08,
1.83,0.54,10.54,
1.94,5.65,14.67,
1.55,4.35,15.97,
4.51,7.92,5.65,
1.72,2.71,17.56,
3.34,8.51,5.87,
0.83,11.8,2.86,
4.4,7.91,3.14,
4.17,3.81,9.39,
4.58,2.49,1.46,
6.56,6.57,1.73,
2.65,2.58,4.54,
0.94,5.3,11.16,
3.02,6.49,5.02,
4.67,10.35,18.42,
4.76,9.27,12.51,
1.41,1.36,8.74,
1.69,9.72,2.76,
7.28,0.12,7.78,
0.77,15.39,19.1,
2.64,16.13,15.14,
1.57,2.94,0.99,
0.87,3.8,1.07,
3.9,1.04,2.99,
4.76,2.67,2.15,
5.91,1.88,9.85,
5.18,9.09,1.87,
3.26,6.37,3.72,
2.0,8.25,22.31,
7.14,2.38,5.94,
5.65,3.13,3.11,
4.42,4.03,18.72,
1.78,0.19,6.53,
2.97,7.49,7.97,
3.86,0.56,4.84,
7.02,3.51,1.88,
7.15,0.21,14.62,
7.59,4.32,1.22,
0.43,0.67,15.62,
4.52,0.95,13.69,
2.91,2.45,15.24,
3.73,12.09,6.57,
1.23,6.59,3.62,
2.14,2.99,4.15,
0.39,6.72,7.03,
0.19,11.63,1.2,
7.44,6.13,8.36,
7.38,9.7,0.12,
7.59,0.64,3.59,
3.06,4.21,13.98,
0.99,12.69,12.83,
3.37,11.98,9.27,
0.32,5.98,3.56,
0.37,1.13,6.31,
6.36,1.66,36.81,
1.74,8.23,6.47,
2.77,11.44,3.98,
0.08,3.02,10.77,
1.86,9.72,0.84,
0.0,1.5,0.1,
2.44,2.3,7.78,
4.4,13.67,31.19,
1.47,4.08,5.87,
5.74,17.12,22.3,
0.59,1.76,4.19,
4.34,1.34,4.14,
2.03,1.95,4.73,
4.78,2.11,15.22,
7.83,3.85,5.49,
6.45,2.07,3.27,
7.59,0.63,0.31,
3.75,13.36,6.31,
8.0,4.71,1.59,
6.31,2.84,10.5,
11.14,7.2,4.54,
0.12,5.42,12.82,
0.73,11.54,11.62,
10.4,5.72,11.71,
9.31,0.8,4.78,
18.78,2.23,3.42,
14.82,10.18,4.45,
8.83,0.52,2.52,
12.33,14.97,4.04,
3.86,0.96,6.44,
8.35,2.5,5.15,
6.89,13.63,5.81,
2.25,8.36,7.09,
2.46,4.79,16.11,
1.77,0.43,1.43,
1.46,8.3,6.07,
6.53,4.26,6.29,
1.45,0.61,11.56,
4.52,1.0,5.07,
8.0,17.26,4.63,
1.14,0.94,1.41,
0.05,2.64,2.95,
3.05,8.27,0.13,
2.98,0.22,10.47,
8.02,3.93,3.67,
0.99,8.56,7.94,
4.25,5.15,4.6,
4.13,0.99,8.05,
7.13,1.98,15.43,
12.01,0.49,7.86,
0.29,2.87,3.33,
7.79,4.67,8.61,
1.41,1.19,1.04,
8.58,1.65,5.05,
6.61,0.7,9.02,
2.25,0.82,2.06,
15.33,1.23,18.64,
4.85,1.5,0.26,
6.52,6.47,2.18,
3.87,7.47,2.82,
1.81,0.48,7.76,
6.68,5.78,6.03,
1.56,1.62,3.13,
1.8,3.33,3.61,
10.02,11.45,15.74,
1.87,3.21,0.34,
2.86,4.58,6.65,
1.23,0.95,3.91,
6.52,9.44,4.33,
7.59,6.47,3.75,
12.0,10.63,1.58,
5.62,2.19,6.73,
1.89,7.8,10.78,
13.89,3.33,3.11,
8.7,17.6,3.72,
16.73,15.15,13.26,
6.31,5.96,6.49,
12.14,10.02,1.42,
1.76,1.09,6.72,
6.59,6.53,8.76,
2.03,3.75,4.61,
1.86,2.67,8.08,
13.78,3.46,6.08,
0.98,2.16,11.02,
2.09,2.63,5.39,
5.88,6.86,10.64,
0.21,5.11,5.88,
0.24,2.7,13.76,
3.01,5.47,1.25,
4.66,2.32,8.29,
1.01,4.8,10.37,
3.02,8.77,10.25,
8.83,3.26,14.14,
6.25,6.26,8.01,
8.29,2.19,10.17,
7.5,4.53,4.59,
8.04,14.95,0.19,
4.44,7.7,6.81,
19.58,5.16,2.74,
8.71,2.99,8.02,
3.28,8.18,5.88,
8.21,12.03,1.69,
11.61,20.02,10.59,
6.32,6.5,6.61,
0.64,13.52,12.05,
1.51,3.18,12.88,
2.26,0.37,4.1,
6.9,9.14,11.19,
2.33,14.04,6.57,
4.83,4.35,10.0,
2.24,14.29,15.41,
0.58,18.04,4.93,
4.12,4.25,6.5,
7.51,13.16,8.75,
3.93,15.64,11.35,
0.69,6.61,5.62,
1.66,21.77,5.03,
1.67,0.28,1.76,
3.3,7.21,10.51,
0.71,3.27,0.57,
6.1,26.04,1.42,
2.02,2.43,3.53,
0.67,7.98,1.66,
5.31,18.21,0.76,
4.19,4.46,12.02,
3.85,9.65,6.0,
10.9,1.45,3.25,
4.18,2.19,25.7,
7.08,2.15,30.74,
10.67,5.5,10.58,
7.76,0.05,12.04,
4.08,4.12,14.03,
2.63,5.94,4.55,
2.33,0.42,6.7,
2.29,1.2,5.4,
5.07,3.33,6.46,
3.7,4.84,6.96,
1.45,17.6,12.94,
2.23,13.7,3.75,
2.23,10.73,7.17,
0.36,7.92,5.22,
2.2,4.56,3.98,
3.82,4.43,8.14,
5.27,3.52,4.15,
1.68,3.18,6.67,
7.12,8.44,12.66,
0.98,8.23,5.42,
6.77,15.72,2.1,
4.79,5.88,4.48,
4.11,0.52,4.24,
0.65,9.15,4.32,
1.98,9.84,2.43,
5.98,4.49,2.91,
5.19,4.96,20.69,
1.67,1.81,6.99,
0.52,4.72,12.61,
6.83,3.97,5.86,
1.74,7.9,2.12,
2.97,2.0,4.12,
1.61,3.92,4.68,
5.91,7.32,8.11,
4.19,11.76,10.7,
3.45,7.67,21.34,
4.39,0.43,8.13,
6.59,3.66,3.82,
3.9,5.15,20.75,
4.52,4.81,10.83,
9.32,0.38,2.61,
4.13,6.37,5.76,
4.05,2.15,0.97,
0.44,3.22,4.27,
1.22,0.07,4.02,
6.52,7.07,1.62,
3.3,3.98,2.43,
7.13,6.41,5.42,
4.95,2.52,4.76,
3.66,7.4,4.74,
1.8,4.2,13.24,
1.37,3.24,13.55,
5.16,5.09,6.38,
1.27,6.82,8.79,
0.72,17.33,18.14,
1.72,2.02,0.55,
1.61,15.73,0.65,
1.49,11.37,6.36,
4.03,1.59,1.03,
3.96,4.51,8.76,
2.41,2.25,1.03,
0.03,10.17,7.27,
4.97,3.88,7.83,
7.24,1.78,7.67,
0.35,8.5,2.2,
7.66,9.9,0.78,
5.29,1.45,6.07,
12.02,5.02,6.44,
1.13,0.46,8.95,
1.44,7.09,2.27,
7.53,6.79,2.07,
3.57,1.74,3.69,
1.76,19.22,3.67,
0.3,1.91,0.61,
3.09,5.32,11.08,
0.93,3.46,2.23,
1.95,6.57,8.44,
8.43,6.69,12.74,
6.23,0.74,7.3,
2.74,2.88,17.13,
3.98,2.97,13.38,
5.69,2.14,2.92,
5.73,4.13,0.23,
5.79,9.9,11.31,
0.87,1.86,10.0,
1.52,1.75,8.73,
13.79,2.19,10.5,
4.51,6.35,0.66,
4.94,1.81,5.6,
1.09,5.37,4.36,
1.59,6.55,7.36,
1.93,1.1,15.55,
5.19,4.27,9.15,
6.73,8.9,12.87,
0.77,7.36,0.48,
2.59,6.35,1.65,
9.33,3.44,8.51,
6.26,2.31,4.64,
0.24,3.55,16.21,
1.83,9.05,3.76,
0.49,7.15,9.33,
2.65,1.38,8.68,
0.2,7.11,12.06,
1.33,12.46,1.64,
1.17,4.89,4.72,
5.28,2.79,12.8,
1.47,3.04,2.2,
3.52,1.5,4.02,
6.63,9.14,10.57,
0.89,7.54,1.7,
10.95,5.96,7.81,
6.31,4.94,4.02,
7.55,6.74,1.55,
2.59,1.16,14.52,
10.17,7.66,10.38,
2.49,6.52,2.16,
3.47,14.98,0.38,
17.11,1.72,12.49,
3.02,4.95,0.03,
7.68,2.54,13.8,
5.26,0.47,1.39,
0.47,2.58,4.32,
4.12,5.87,12.35,
2.51,1.66,2.0,
3.67,1.14,1.69,
4.77,9.43,4.34,
9.02,2.06,4.62,
3.65,5.32,4.49,
0.66,1.88,1.47,
2.38,4.17,4.36,
6.76,1.17,6.15,
1.6,5.94,18.32,
2.66,10.0,9.02,
1.45,5.57,16.78,
1.83,7.58,2.53,
10.12,7.99,19.03,
5.64,2.57,11.24,
9.8,2.76,7.25,
0.94,0.87,4.57,
8.48,4.26,14.01,
5.9,2.84,3.31,
5.53,12.01,4.64,
10.62,11.24,1.86,
1.5,3.78,18.5,
0.87,2.1,1.91,
11.27,7.58,2.87,
1.48,12.39,9.26,
15.34,4.31,14.24,
3.92,0.05,6.63,
2.88,6.56,20.77,
4.45,6.88,1.41,
13.89,1.2,3.42,
0.86,19.47,3.52,
3.02,4.72,0.62,
0.2,5.7,0.39,
0.76,3.9,8.82,
6.39,1.28,2.64,
0.04,4.46,13.63,
1.75,6.6,4.19,
11.11,0.11,2.04,
2.17,11.87,7.86,
1.37,1.16,0.21,
4.5,4.7,6.99,
6.04,6.07,38.2,
5.13,1.63,3.16,
6.36,1.8,16.22,
2.05,3.53,14.84,
3.56,14.62,13.89,
2.84,5.27,7.84,
2.68,0.33,17.24,
14.49,6.84,17.62,
2.29,0.61,2.98,
6.47,0.03,5.78,
15.98,2.71,11.49,
5.69,2.45,0.02,
4.67,0.75,11.91,
8.9,0.44,0.0,
3.58,2.87,4.69,
5.73,5.03,12.61,
6.04,4.21,11.11,
5.51,3.29,22.94,
4.12,15.77,2.45,
4.04,8.23,1.15,
1.92,4.03,11.15,
4.34,6.12,8.25,
1.96,8.36,3.31,
0.95,5.14,9.19,
7.22,4.53,10.74,
1.37,12.77,5.78,
3.93,4.04,1.28,
5.47,7.21,0.95,
5.61,6.81,8.08,
5.45,9.05,9.35,
0.86,12.5,9.76,
4.18,5.79,6.57,
1.66,12.59,11.58,
1.33,8.34,10.2,
3.28,24.9,2.77,
1.52,4.96,0.57,
2.83,12.62,11.96,
5.67,16.18,8.56,
1.29,6.07,4.87,
4.24,14.68,1.66,
0.61,8.53,32.39,
8.2,2.22,2.39,
1.64,9.76,12.28,
1.37,5.46,4.28,
4.21,12.43,15.85,
1.6,3.71,13.98,
0.74,5.72,0.72,
9.98,1.15,11.26,
9.46,0.87,6.63,
0.38,7.97,0.23,
6.35,4.75,8.4,
5.74,0.4,9.76,
5.97,4.52,4.4,
4.28,6.38,9.83,
1.37,8.5,4.71,
3.0,1.19,10.18,
7.66,5.73,5.29,
6.14,2.57,5.6,
0.28,17.32,6.68,
1.34,0.11,4.34,
4.88,1.78,4.19,
8.0,7.51,0.18,
4.88,8.53,6.87,
11.99,10.57,0.26,
8.95,3.88,9.64,
5.13,1.07,0.96,
2.85,7.96,9.49,
14.41,2.35,8.09,
13.11,3.35,13.68,
1.38,8.74,16.89,
1.74,8.08,1.37,
6.1,7.8,20.22,
5.15,0.72,24.67,
1.49,8.68,7.1,
1.37,3.93,6.65,
3.7,4.09,9.58,
4.72,4.15,11.65,
0.84,2.1,1.5,
5.29,2.57,2.54,
1.31,0.54,13.64,
5.42,3.55,11.04,
1.55,0.68,20.44,
2.21,2.75,9.24,
5.57,1.62,7.66,
7.85,13.65,2.96,
1.56,6.71,0.54,
19.13,6.71,17.87,
2.8,7.33,14.14,
3.93,13.81,20.16,
1.61,3.85,22.95,
11.9,9.57,3.68,
8.52,0.8,3.94,
13.53,0.03,9.22,
11.35,0.36,6.54,
1.51,1.08,14.39,
3.47,4.5,23.23,
2.11,6.03,13.51,
3.17,3.82,18.59,
2.73,7.18,4.85,
1.04,5.2,10.73,
1.5,6.85,14.62,
1.7,4.13,18.87,
6.01,27.72,18.77,
6.32,2.57,8.78,
0.04,5.91,3.34,
0.15,11.98,4.82,
4.9,3.35,7.77,
2.87,11.99,8.31,
7.42,0.04,3.9,
0.13,6.46,2.47,
2.64,3.9,4.81,
10.27,0.23,5.55,
9.51,5.97,1.35,
9.14,5.66,6.04,
2.44,4.04,1.6,
7.19,6.1,5.77,
2.23,4.41,8.64,
12.55,1.38,0.29,
1.49,3.41,2.82,
11.61,7.87,1.96,
1.61,10.79,4.62,
1.39,4.53,12.12,
3.61,2.2,4.3,
7.44,0.02,2.36,
3.91,2.86,59.96,
1.98,2.48,8.2,
3.47,4.26,6.01,
5.3,4.26,16.32,
0.39,7.55,12.32,
8.23,0.25,15.23,
4.36,0.86,13.7,
6.73,2.91,17.51,
1.42,3.42,4.34,
2.16,1.68,3.93,
7.04,4.5,8.3,
1.79,7.63,8.48,
7.93,8.78,29.13,
1.56,4.12,7.16,
11.07,9.59,3.74,
6.16,4.05,4.73,
7.12,2.72,1.9,
3.6,3.85,11.99,
1.66,5.51,0.78,
13.31,0.66,8.78,
11.71,7.63,27.1,
0.7,2.39,12.79,
8.77,10.94,34.39,
0.09,8.92,11.44,
10.11,7.08,2.77,
1.38,6.43,17.01,
6.68,7.64,10.0,
1.92,2.58,12.61,
0.42,13.47,1.55,
3.3,0.38,7.45,
13.75,5.72,3.48,
14.95,7.18,11.42,
0.27,10.78,2.15,
1.45,10.76,0.55,
8.45,6.78,7.83,
2.34,15.24,4.62,
5.05,3.03,19.54,
10.25,8.82,15.47,
0.17,8.51,14.08,
8.67,7.48,21.01,
8.95,2.27,16.96,
1.48,6.87,11.73,
0.79,1.4,3.28,
3.71,15.04,9.82,
0.23,9.29,17.52,
10.01,4.98,8.51,
5.48,4.7,7.01,
5.41,7.42,5.77,
2.76,0.44,10.55,
7.64,6.52,0.79,
6.33,1.47,13.49,
5.29,2.3,6.52,
2.73,7.61,15.18,
2.05,4.29,6.37,
1.85,1.9,12.92,
1.64,7.84,14.88,
4.06,10.76,2.51,
2.28,9.23,9.1,
2.74,3.84,11.33,
1.45,0.79,7.8,
5.57,4.85,2.66,
5.04,6.33,10.29,
0.31,1.62,13.44,
3.76,0.38,5.73,
2.17,4.32,5.57,
7.89,0.63,1.33,
2.19,5.96,3.58,
2.68,3.97,15.62,
4.31,2.16,5.53,
6.96,4.69,4.67,
4.36,3.98,5.92,
0.48,1.97,5.3,
8.79,3.03,13.18,
2.0,0.42,14.58,
4.02,2.76,3.4,
6.46,4.52,2.18,
4.15,2.16,2.94,
4.35,1.73,8.67,
0.81,5.0,4.81,
1.96,4.04,6.39,
1.12,5.16,10.67,
8.91,7.84,24.05,
3.49,1.95,2.59,
1.43,1.07,22.08,
6.01,0.64,17.65,
1.03,4.17,4.93,
1.29,1.2,4.45,
1.27,0.9,0.9,
0.23,3.11,3.62,
5.43,11.9,12.37,
0.59,3.65,3.37,
2.14,0.46,5.76,
6.19,3.72,8.28,
1.96,1.82,8.85,
2.33,2.86,7.57,
2.58,2.75,10.42,
5.13,5.46,2.61,
14.09,2.92,20.69,
4.15,3.74,2.7,
5.14,3.0,9.62,
0.49,0.85,5.85,
2.98,0.52,10.58,
4.18,9.8,5.01,
3.54,6.37,3.32,
2.8,11.2,2.88,
3.85,1.81,5.26,
7.2,4.07,8.17,
1.55,4.16,5.14,
6.08,4.44,11.63,
9.64,1.05,10.97,
5.83,7.41,18.46,
9.5,14.83,6.45,
1.9,3.24,1.65,
6.54,7.11,16.35,
5.16,2.67,4.61,
6.77,10.12,3.03,
10.8,2.73,12.05,
3.03,6.88,9.74,
14.23,6.95,3.07,
2.42,0.37,16.21,
4.36,4.26,1.54,
4.49,9.83,1.52,
8.21,5.2,6.9,
3.84,10.5,7.14,
6.93,5.27,2.74,
0.97,0.19,15.89,
2.56,12.27,7.64,
2.65,6.96,6.71,
1.17,4.53,8.7,
9.46,5.9,5.6,
0.71,7.81,18.53,
3.04,2.36,2.08,
1.19,3.97,3.49,
0.6,3.92,0.04,
3.35,0.19,6.18,
2.26,10.36,3.75,
2.06,5.6,10.7,
2.07,2.9,8.88,
16.29,10.77,9.83,
1.72,3.86,2.05,
8.82,2.62,12.65,
7.1,1.41,9.8,
3.33,0.56,9.14,
4.0,2.98,10.57,
10.4,5.28,0.04,
0.83,4.78,5.33,
10.5,6.46,7.43,
1.21,5.18,1.78,
0.98,0.95,2.02,
2.17,6.56,1.87,
0.66,3.03,3.76,
14.52,2.57,12.1,
0.95,7.36,7.92,
3.27,1.83,2.83,
9.82,4.71,4.63,
6.49,6.85,13.58,
8.69,2.88,2.51,
7.38,1.76,14.65,
3.57,6.04,5.17,
2.63,3.14,7.09,
7.17,3.48,0.97,
3.83,1.86,1.7,
2.96,2.66,9.34,
3.02,4.49,0.81,
8.99,3.43,5.75,
3.45,4.14,3.43,
1.09,2.67,2.33,
0.84,1.58,6.32,
4.07,4.77,1.13,
13.09,4.23,5.49,
0.33,0.48,10.44,
2.98,8.96,0.57,
5.81,8.72,4.12,
1.87,3.47,2.2,
2.3,3.1,2.88,
14.43,6.42,3.14,
11.59,1.22,8.67,
9.31,6.14,1.53,
12.2,2.34,3.7,
0.12,9.04,6.05,
4.98,7.01,10.1,
6.61,4.18,7.11,
0.78,2.47,13.41,
5.48,6.0,9.38,
0.35,22.9,13.68,
0.81,10.42,6.14,
7.07,2.45,0.95,
3.2,7.3,1.0,
7.33,10.59,7.91,
0.67,1.59,9.46,
0.67,0.82,4.6,
5.94,1.68,3.91,
0.91,8.2,19.22,
2.22,4.91,9.69,
3.42,8.14,6.1,
0.8,7.79,5.9,
10.08,0.81,7.07,
4.89,0.72,6.55,
0.56,7.08,3.07,
4.54,0.85,11.21,
10.61,3.79,8.95,
1.54,1.41,4.85,
1.65,7.75,5.44,
7.4,24.54,13.01,
1.75,14.86,2.41,
0.15,6.29,0.29,
6.98,11.72,7.19,
10.1,15.4,1.39,
2.37,10.22,0.88,
2.78,8.18,0.59,
2.04,2.8,0.39,
7.79,5.17,0.07,
8.16,4.16,8.63,
4.76,0.54,13.43,
0.69,5.14,3.28,
3.81,1.16,1.26,
4.46,1.46,5.26,
6.18,9.38,6.47,
1.73,0.46,4.2,
0.48,0.23,9.69,
4.48,2.73,12.5,
1.33,6.01,32.79,
2.1,5.01,14.51,
3.21,0.67,10.71,
1.28,1.66,3.46,
8.57,8.16,4.98,
4.42,0.49,14.84,
1.23,3.13,20.26,
6.28,13.3,10.86,
1.99,2.14,6.7,
2.81,2.3,5.72,
2.65,2.76,15.52,
2.52,4.99,6.47,
5.48,3.9,25.79,
2.27,4.08,2.79,
2.0,5.01,11.98,
1.97,3.34,15.52,
0.94,0.75,10.61,
0.05,0.88,8.71,
2.91,2.21,6.45,
3.35,1.79,2.53,
1.58,4.32,8.41,
1.71,13.08,7.82,
0.89,7.52,4.3,
4.65,4.43,8.43,
1.45,4.92,8.57,
1.19,4.71,1.6,
5.19,1.58,7.79,
0.01,0.49,13.92,
2.03,14.35,12.47,
3.78,4.76,41.15,
0.24,2.06,3.52,
1.6,4.66,11.59,
3.29,7.27,16.26,
3.0,0.94,1.85,
8.87,0.72,6.52,
0.86,2.7,11.6,
1.29,0.39,14.13,
7.21,0.77,8.63,
3.37,2.86,2.5,
5.72,0.68,5.94,
12.51,1.34,0.82,
1.64,5.12,1.52,
0.95,12.9,8.25,
1.93,0.31,1.13,
4.28,1.54,5.45,
8.86,1.71,2.65,
0.6,14.39,13.63,
2.49,3.58,1.26,
1.56,7.27,25.14,
7.25,1.94,9.16,
2.06,0.14,1.17,
5.45,2.3,17.26,
1.67,8.19,1.5,
1.54,6.17,6.72,
7.38,3.87,8.81,
12.44,6.8,6.59,
1.45,0.49,5.28,
4.18,0.67,5.38,
0.39,8.48,3.32,
1.2,1.23,9.77,
8.1,1.35,7.07,
2.72,5.35,5.28,
2.91,1.67,6.5,
0.41,6.72,2.67,
1.61,15.76,4.2,
4.86,5.52,10.78,
2.89,2.03,2.69,
1.07,2.57,4.18,
5.81,2.95,6.74,
10.04,1.58,0.49,
4.78,1.14,5.82,
0.53,3.44,5.51,
1.47,1.76,6.47,
8.76,1.15,3.0,
2.32,4.43,2.31,
4.5,2.53,6.42,
1.27,7.61,3.55,
3.75,4.08,7.15,
9.8,3.66,10.41,
1.51,9.48,2.0,
1.44,0.31,5.98,
2.2,8.8,7.56,
1.85,10.18,0.18,
2.7,14.73,7.7,
3.6,3.58,8.05,
6.78,7.87,6.81,
10.62,10.76,1.71,
7.79,1.78,3.03,
6.16,18.21,2.55,
2.34,6.64,6.87,
5.54,9.51,15.99,
0.07,3.87,10.95,
1.65,0.51,22.69,
4.97,7.55,3.64,
2.54,12.33,1.81,
6.55,5.27,8.03,
3.33,4.36,4.88,
2.96,3.69,19.77,
8.81,10.39,22.69,
3.87,5.78,3.47,
4.24,8.45,1.93,
1.03,7.64,1.59,
6.25,10.77,4.76,
1.87,0.8,3.34,
1.57,18.42,2.42,
1.19,11.52,14.02,
2.61,17.71,9.24,
1.74,4.64,10.71,
7.97,14.62,3.77,
6.11,0.1,0.57,
2.75,4.1,8.03,
7.54,1.97,14.05,
1.85,6.35,13.28,
3.25,8.07,14.93,
3.0,25.31,2.07,
4.68,1.34,4.35,
7.14,3.27,2.39,
10.99,10.1,3.9,
5.75,6.98,9.37,
4.28,10.48,0.65,
3.31,2.32,3.22,
1.29,13.28,3.55,
1.98,3.89,5.16,
1.98,19.76,16.9,
3.84,5.56,3.58,
7.77,4.45,8.48,
