<1h,1-3h,3-6h,>6h
2.55,27.8,11.46,
4.75,24.48,50.25,
7.64,2.75,52.6,
2.49,4.5,15.83,
0.05,3.44,7.65,
2.27,2.29,25.04,
19.44,6.78,10.44,
2.46,11.69,30.39,
3.01,29.45,11.23,
10.81,26.51,12.68,
4.63,10.3,13.98,
19.41,2.33,9.89,
1.54,12.07,76.87,
10.29,17.99,10.53,
9.59,17.29,25.32,
3.99,13.86,27.86,
0.81,9.29,4.45,
5.19,33.13,23.34,
6.33,5.89,15.74,
6.72,3.0,1.57,
5.97,15.38,15.74,
6.62,10.44,2.41,
17.5,12.61,2.21,
4.59,19.23,1.35,
0.74,15.05,11.37,
5.03,10.18,78.73,
5.32,42.86,44.49,
0.54,5.18,11.99,
7.42,27.75,22.47,
0.83,4.75,18.32,
2.72,13.37,22.46,
3.34,8.58,4.81,
8.57,12.56,7.88,
6.06,6.27,24.43,
2.2,11.2,3.94,
5.56,22.27,22.55,
2.54,9.09,3.63,
2.7,9.02,5.67,
2.54,13.73,33.24,
18.91,18.72,78.66,
0.22,63.02,21.58,
22.74,17.69,9.65,
2.17,14.13,81.92,
12.75,27.65,66.6,
19.0,37.25,1.19,
4.41,2.47,53.17,
3.22,56.53,24.3,
2.43,3.42,38.69,
2.86,2.29,29.24,
5.68,8.59,28.44,
12.21,26.12,51.93,
9.41,2.99,29.85,
0.93,27.38,18.04,
2.67,2.4,23.97,
5.98,4.27,15.47,
22.77,15.03,79.74,
5.36,40.86,4.18,
9.7,3.61,31.98,
6.92,5.4,15.7,
1.12,4.26,22.89,
0.1,2.37,28.97,
3.55,38.1,38.16,
0.67,5.95,47.95,
0.59,1.66,9.27,
9.27,2.24,14.68,
5.81,1.84,24.2,
6.8,16.23,0.27,
0.3,10.98,3.13,
2.36,2.17,27.54,
7.01,64.95,15.24,
4.1,6.31,2.77,
5.93,19.67,13.76,
1.62,12.34,18.42,
4.54,7.24,1.16,
2.29,3.62,4.54,
2.09,11.3,10.72,
10.67,19.49,7.33,
23.5,23.85,6.88,
2.14,6.18,12.74,
3.92,1.06,8.23,
1.43,7.59,18.41,
8.82,7.83,49.25,
2.33,5.6,8.57,
3.91,24.57,2.7,
4.06,7.33,17.61,
11.19,42.64,19.47,
0.25,9.91,24.05,
16.02,6.27,58.19,
1.58,9.88,3.94,
1.53,18.54,52.11,
16.04,6.95,25.73,
1.97,12.61,19.46,
2.59,13.81,19.09,
2.94,17.25,3.02,
7.63,10.38,48.66,
7.03,9.34,3.15,
7.75,29.74,16.0,
9.1,1.2,8.53,
10.83,0.73,14.32,
3.0,13.56,5.98,
0.01,17.75,5.63,
0.03,12.75,6.46,
5.69,18.32,22.96,
2.9,3.79,2.56,
5.98,8.5,8.59,
2.38,8.55,59.8,
10.62,15.53,6.64,
3.2,9.91,2.27,
11.94,6.55,29.2,
28.62,3.2,10.66,
4.46,4.82,20.72,
0.48,22.96,32.34,
8.23,0.19,2.39,
5.9,12.78,54.0,
10.75,6.34,41.3,
19.36,28.61,49.76,
4.99,18.45,35.25,
0.85,13.32,17.37,
5.08,18.39,2.82,
0.36,19.04,12.83,
2.66,11.01,11.44,
6.9,9.39,11.36,
10.55,16.85,37.6,
12.64,1.51,15.58,
2.68,18.08,11.14,
0.44,5.51,30.21,
10.24,6.59,43.35,
2.97,28.3,14.04,
1.88,14.62,3.57,
2.62,7.4,10.7,
5.56,13.31,36.73,
2.24,9.6,5.27,
3.49,14.37,19.78,
14.46,18.07,16.07,
2.21,36.37,3.01,
0.16,23.39,8.6,
2.52,8.59,2.35,
0.59,9.55,16.75,
5.87,17.28,48.72,
10.02,7.05,2.92,
6.93,4.62,11.89,
0.01,7.77,10.84,
6.16,9.94,15.72,
2.82,0.31,30.52,
4.36,15.64,37.9,
4.83,2.32,8.24,
11.94,3.3,17.88,
3.29,5.87,24.2,
1.88,1.5,19.05,
12.99,2.61,6.2,
2.21,7.0,9.33,
12.02,14.76,2.51,
5.97,28.86,13.4,
10.85,20.15,20.91,
12.01,7.11,10.27,
3.55,9.58,1.3,
5.36,16.32,1.94,
3.29,0.01,8.97,
3.4,10.64,4.61,
0.51,7.83,2.17,
7.75,5.42,17.61,
5.95,29.25,43.83,
3.08,15.53,4.97,
13.76,4.0,25.64,
12.36,9.54,11.49,
1.45,43.05,14.84,
0.27,11.03,1.48,
12.29,0.33,21.79,
0.92,0.5,48.72,
2.0,12.37,14.34,
7.5,12.57,71.78,
12.46,8.14,17.96,
1.55,17.44,19.2,
4.29,1.17,8.78,
5.72,12.74,6.08,
10.4,24.09,12.78,
8.14,11.61,5.42,
3.6,16.82,12.03,
11.29,4.18,9.79,
1.73,14.81,29.01,
6.79,7.87,14.1,
5.1,10.6,3.12,
0.87,0.55,21.72,
2.19,41.25,7.02,
5.92,9.09,70.84,
5.67,5.61,10.99,
3.69,7.93,14.15,
18.69,5.88,36.72,
1.03,4.42,6.12,
10.49,5.61,10.37,
2.88,18.68,3.75,
4.26,4.37,14.43,
3.98,14.25,9.25,
3.46,4.38,3.27,
5.71,1.58,10.92,
2.92,0.11,35.36,
0.51,5.19,12.57,
10.94,4.27,28.13,
10.02,18.94,0.33,
5.47,16.68,19.3,
7.39,1.35,15.63,
13.3,2.43,37.24,
15.67,7.68,9.4,
4.46,6.16,13.62,
6.16,13.66,9.63,
12.73,5.79,5.19,
2.93,2.87,14.41,
2.8,2.17,23.62,
6.59,2.66,47.95,
0.46,4.08,2.6,
1.09,6.51,45.31,
4.56,0.4,34.25,
4.7,11.39,7.54,
1.3,0.79,22.28,
10.96,20.59,11.67,
0.34,2.97,51.96,
1.8,10.81,0.18,
5.41,0.84,2.23,
3.3,5.0,75.13,
5.14,2.62,16.89,
4.27,12.74,18.61,
1.21,1.56,6.69,
0.34,6.27,26.43,
4.02,6.28,9.78,
9.02,8.5,19.09,
9.95,20.69,85.0,
2.93,19.91,20.77,
3.0,2.49,16.19,
5.75,5.11,14.2,
12.76,14.8,13.96,
4.05,5.72,24.67,
4.72,11.21,3.9,
2.11,10.51,1.04,
0.02,2.13,13.66,
2.13,13.13,6.43,
2.09,7.22,21.15,
3.01,4.69,34.05,
1.45,9.62,1.78,
6.82,5.81,27.48,
3.13,4.64,37.54,
5.92,31.57,11.33,
0.13,12.85,22.1,
8.39,3.51,5.77,
5.78,11.66,12.69,
7.48,9.89,26.37,
1.76,13.15,16.74,
4.77,1.84,26.83,
4.96,7.83,8.03,
8.07,20.15,3.09,
11.03,5.22,25.22,
5.14,0.74,8.74,
2.45,11.23,60.55,
2.33,4.6,33.53,
7.3,16.03,16.78,
5.54,3.3,14.81,
3.4,12.77,13.11,
8.31,0.6,28.99,
2.92,3.91,17.79,
1.83,8.54,53.45,
4.09,3.95,17.77,
2.73,1.77,22.34,
9.32,50.73,6.29,
0.22,13.14,18.43,
2.42,1.45,12.09,
1.73,1.43,37.79,
5.23,0.55,25.76,
1.42,6.56,7.64,
3.45,0.69,21.17,
6.89,7.24,2.3,
0.24,3.8,9.13,
1.72,6.38,5.12,
11.46,8.99,3.88,
0.16,3.66,21.13,
2.09,0.2,9.89,
1.45,3.25,11.66,
21.98,2.08,3.2,
5.55,4.13,12.72,
7.13,23.79,6.62,
1.83,7.83,3.58,
4.38,11.54,17.66,
6.44,4.06,0.87,
4.61,11.69,31.39,
12.11,24.36,11.04,
9.98,11.8,32.83,
13.43,1.87,30.7,
0.64,0.3,0.58,
6.21,12.95,3.32,
0.12,0.56,10.65,
3.2,4.85,14.18,
0.16,9.5,3.81,
2.53,1.74,13.35,
1.66,17.64,7.48,
1.38,10.93,8.34,
4.82,12.44,17.65,
1.41,4.18,4.26,
0.64,11.48,24.62,
2.89,4.53,10.88,
1.9,7.47,14.38,
4.48,10.5,43.22,
3.87,16.78,16.08,
10.09,8.78,20.92,
2.24,5.29,30.38,
10.46,7.47,8.93,
2.39,15.34,14.41,
4.19,3.74,23.62,
9.54,4.82,14.07,
0.41,0.86,25.56,
7.74,7.22,10.75,
12.36,9.39,3.11,
0.43,13.06,43.23,
2.04,1.64,0.99,
2.59,21.56,6.82,
2.12,3.15,38.73,
7.49,11.09,8.88,
2.47,6.47,35.95,
6.54,21.44,14.68,
2.05,10.82,2.27,
2.81,13.63,6.48,
3.81,2.62,8.42,
3.26,31.66,4.62,
4.44,0.99,10.78,
2.32,5.16,14.31,
5.15,0.48,9.96,
9.52,32.07,19.26,
5.05,11.83,13.33,
3.0,6.74,20.56,
6.26,21.61,7.84,
6.45,9.86,5.44,
2.17,22.05,1.94,
2.25,34.11,8.25,
1.3,1.69,9.11,
3.04,0.85,3.21,
4.98,2.34,11.87,
3.48,12.16,53.97,
1.83,8.14,2.89,
4.91,3.27,3.24,
14.61,19.81,36.52,
3.71,16.67,2.98,
0.88,7.61,4.15,
2.45,13.21,18.89,
9.56,5.49,2.9,
13.51,1.78,6.91,
1.08,20.2,1.22,
5.63,0.5,31.3,
3.94,13.58,15.63,
7.73,31.5,6.94,
0.69,5.24,3.87,
0.01,4.11,0.29,
9.39,21.37,10.29,
1.64,2.31,6.27,
6.4,8.86,7.03,
2.15,4.94,11.06,
2.54,3.07,0.23,
10.22,8.58,30.65,
1.97,21.62,8.1,
9.26,17.09,3.34,
7.13,34.73,19.09,
7.22,2.3,1.6,
1.99,3.1,9.27,
2.68,16.81,1.0,
1.2,14.62,14.8,
5.8,2.47,18.98,
6.86,5.38,9.49,
3.48,18.71,28.48,
3.01,14.84,6.88,
2.75,20.14,11.19,
1.86,24.59,7.25,
12.25,24.54,0.99,
10.67,4.48,39.65,
1.54,3.68,18.64,
2.88,2.84,10.51,
9.63,15.22,23.96,
0.55,0.32,8.73,
9.3,4.76,60.4,
4.78,2.23,6.22,
0.39,5.12,8.25,
0.63,4.73,16.19,
2.08,6.13,0.27,
13.09,13.39,1.09,
1.7,9.23,6.15,
9.43,2.86,22.96,
11.23,10.12,15.92,
2.14,33.63,5.75,
10.41,20.6,35.25,
0.58,3.73,20.64,
13.08,0.61,6.08,
10.21,20.55,16.37,
1.58,8.65,9.87,
3.17,0.15,9.29,
7.3,3.89,9.3,
5.83,10.04,3.12,
1.79,14.32,4.94,
3.72,4.29,17.62,
0.37,3.2,18.15,
3.73,20.67,6.14,
2.51,13.52,6.71,
7.91,11.19,45.49,
7.33,9.77,9.72,
8.78,0.7,1.83,
5.53,6.16,11.41,
7.06,2.89,1.8,
2.43,13.13,5.64,
4.16,3.5,3.03,
1.02,9.65,4.44,
9.1,13.77,16.12,
1.49,11.5,30.54,
8.53,3.85,11.95,
8.45,7.78,10.55,
0.28,4.36,7.51,
6.89,2.37,12.65,
5.1,1.89,49.47,
1.12,0.9,3.34,
1.3,5.73,6.35,
0.67,14.65,5.57,
2.07,20.68,6.13,
1.54,7.06,8.68,
4.77,4.34,41.36,
4.04,1.4,24.75,
0.15,0.75,13.44,
7.62,6.32,5.25,
0.54,10.62,10.68,
7.31,0.4,7.95,
0.59,8.4,0.87,
4.19,4.42,11.31,
4.8,0.17,10.73,
6.07,1.46,19.05,
4.7,4.57,20.45,
2.29,6.33,26.41,
12.01,1.62,0.98,
5.84,4.04,36.2,
3.29,5.07,8.24,
11.17,1.28,0.92,
2.45,2.94,8.33,
2.68,9.97,38.17,
9.04,12.13,14.13,
13.13,2.44,15.83,
6.02,37.95,3.88,
10.0,3.06,50.8,
3.46,7.45,5.45,
6.21,2.02,9.99,
0.31,9.89,14.31,
2.17,7.03,22.13,
9.91,7.96,5.5,
0.4,16.35,2.99,
7.32,4.53,4.71,
0.19,0.67,5.12,
9.02,4.92,3.23,
4.06,0.12,17.43,
10.87,7.62,10.16,
4.12,13.06,14.19,
1.68,4.5,31.03,
13.68,6.31,14.17,
0.4,4.54,1.06,
2.92,3.02,20.34,
6.44,12.18,30.55,
8.24,0.51,21.25,
2.05,1.57,21.3,
1.59,2.64,7.64,
3.99,3.34,18.44,
0.09,7.37,58.94,
7.47,5.39,13.41,
7.5,6.58,14.23,
0.1,9.26,20.63,
2.81,0.09,10.07,
11.4,2.03,9.9,
8.51,8.99,0.7,
2.6,12.83,8.56,
4.72,15.31,2.82,
16.09,1.03,11.76,
1.53,0.36,4.58,
1.04,0.06,23.03,
2.22,6.44,11.01,
5.8,9.77,2.54,
12.91,7.07,16.89,
8.61,10.14,2.64,
1.47,15.83,10.35,
5.15,12.71,11.6,
13.16,17.04,8.43,
2.56,18.98,22.55,
4.9,11.69,46.7,
8.69,1.78,3.56,
3.2,12.41,5.88,
3.3,15.06,35.66,
6.63,8.47,23.67,
2.34,8.48,2.34,
0.28,8.7,19.84,
0.31,10.28,15.44,
1.42,7.43,13.05,
4.89,15.23,4.2,
3.76,16.21,9.98,
4.42,12.21,21.89,
5.79,4.19,2.34,
7.12,5.42,12.3,
6.38,0.84,25.68,
6.02,3.67,27.69,
6.48,8.58,2.53,
5.77,14.61,13.35,
2.82,13.12,4.49,
6.41,14.89,17.18,
1.86,8.05,34.07,
15.14,2.63,62.84,
9.68,16.99,12.88,
3.28,11.92,13.26,
6.8,13.35,5.74,
2.06,6.71,16.57,
3.04,0.54,19.45,
1.68,6.2,0.42,
4.18,11.53,4.25,
9.95,7.97,10.85,
12.2,11.72,0.37,
4.88,13.66,4.24,
17.03,5.74,19.0,
4.06,3.82,26.18,
11.12,6.77,0.75,
4.07,1.21,9.75,
7.32,36.25,5.68,
1.56,4.68,25.22,
2.41,9.41,6.51,
10.9,9.24,7.57,
6.58,15.44,24.1,
22.41,12.58,1.46,
1.43,16.32,0.3,
7.21,4.72,14.58,
14.18,17.7,32.2,
6.11,11.62,7.04,
0.3,4.73,0.06,
2.02,9.46,3.29,
1.08,12.49,11.82,
0.59,22.05,10.87,
2.35,3.17,0.39,
0.65,4.38,22.84,
7.05,14.37,25.54,
6.73,4.81,11.37,
1.8,5.31,36.27,
4.43,19.08,13.75,
5.1,6.25,14.56,
4.49,12.83,1.72,
2.09,2.19,8.99,
8.41,2.45,7.33,
8.37,9.19,0.41,
10.82,5.06,14.76,
4.86,22.74,10.92,
8.31,17.65,21.45,
24.21,19.29,8.67,
1.85,4.41,36.37,
11.95,1.37,10.17,
8.01,8.06,0.39,
6.34,3.27,19.94,
10.04,0.83,3.03,
13.05,1.3,11.5,
4.79,2.55,10.37,
8.61,0.69,9.13,
0.35,13.07,7.1,
9.48,5.71,2.64,
9.38,0.7,8.14,
1.77,0.37,3.47,
0.2,8.91,0.89,
3.17,9.64,6.39,
1.93,18.15,19.78,
9.56,4.37,0.33,
0.29,9.88,17.37,
2.08,5.76,3.62,
9.1,3.18,8.47,
1.1,0.08,12.91,
1.34,4.81,19.78,
2.11,11.23,3.33,
7.53,2.48,2.09,
4.9,1.45,8.06,
19.46,0.28,0.79,
3.64,9.65,6.03,
16.55,2.48,16.02,
1.51,2.89,11.8,
11.54,0.9,11.46,
6.93,9.65,6.2,
1.55,5.08,6.43,
4.74,1.97,10.85,
4.81,0.13,22.46,
2.0,12.37,7.68,
10.8,4.71,2.33,
6.14,8.66,5.08,
4.93,6.96,12.57,
4.08,1.93,3.0,
6.72,0.49,4.98,
8.38,12.62,12.83,
3.96,13.69,14.44,
0.92,2.32,3.04,
2.42,7.88,2.28,
7.37,0.94,5.87,
0.88,12.35,4.2,
9.4,4.26,13.66,
2.97,15.65,14.37,
1.03,13.0,8.72,
10.12,4.59,3.63,
5.63,1.68,38.53,
5.08,5.17,6.1,
2.33,1.72,4.03,
11.27,7.91,4.56,
1.88,7.93,27.69,
6.08,1.57,8.41,
13.03,13.89,3.87,
1.73,0.51,6.98,
3.93,11.41,10.08,
0.08,6.98,19.69,
1.65,10.4,20.94,
4.31,2.27,6.39,
6.03,1.03,10.55,
1.75,1.62,7.3,
5.9,1.47,11.27,
2.69,3.88,3.59,
1.75,3.72,12.94,
2.73,4.78,3.14,
5.34,11.19,6.33,
1.48,6.9,4.09,
9.04,0.97,3.17,
9.42,5.29,14.61,
1.32,15.49,1.89,
1.58,7.42,5.67,
1.66,9.0,32.93,
1.6,7.98,22.09,
2.73,2.0,7.42,
7.72,3.47,5.69,
6.45,2.29,0.38,
8.85,1.28,2.76,
1.47,13.37,3.48,
5.55,10.83,8.07,
0.38,3.47,5.99,
6.78,2.02,6.44,
3.55,6.98,7.57,
10.35,3.6,26.95,
4.68,17.59,6.8,
3.0,29.26,21.94,
8.49,11.23,9.98,
1.04,15.82,0.2,
1.89,8.13,2.34,
1.14,8.08,4.49,
0.51,46.48,18.74,
21.44,5.31,5.39,
8.58,4.98,3.95,
6.12,7.15,1.72,
5.7,0.84,10.92,
8.2,0.35,11.08,
15.4,1.19,66.02,
2.47,4.0,9.89,
4.77,10.05,50.96,
2.23,0.71,2.56,
1.21,5.6,16.29,
6.54,7.25,3.97,
6.39,5.76,1.8,
8.05,7.45,18.45,
0.71,5.58,14.61,
8.38,14.08,18.43,
4.02,9.58,3.26,
11.0,3.71,23.47,
4.31,0.74,8.0,
2.08,3.01,5.06,
1.92,10.32,4.95,
2.61,5.21,15.15,
4.63,8.72,4.75,
12.56,1.79,49.08,
8.21,3.92,5.45,
0.42,1.89,13.04,
4.2,2.93,36.6,
3.51,14.61,3.7,
0.18,3.46,16.98,
12.48,10.59,18.25,
5.37,6.7,12.62,
2.69,0.38,53.25,
9.91,7.53,14.04,
6.56,2.8,2.77,
3.92,0.17,7.94,
2.12,14.07,3.35,
0.27,3.4,3.32,
6.08,1.14,7.07,
7.52,3.22,5.41,
12.9,11.25,2.69,
3.53,2.72,4.35,
8.09,8.88,7.64,
3.61,4.65,40.6,
9.53,2.49,8.62,
12.37,5.56,11.53,
10.46,14.48,43.93,
7.31,12.03,9.66,
1.27,1.46,13.65,
10.28,0.86,12.85,
5.64,1.25,8.43,
2.06,8.58,4.72,
7.85,5.78,0.78,
0.82,6.57,15.83,
13.16,2.93,11.56,
13.13,2.38,5.14,
2.05,0.41,4.43,
8.63,2.83,26.42,
0.56,5.48,11.34,
6.07,0.87,14.57,
0.39,3.03,1.91,
11.83,12.65,3.37,
4.02,8.42,0.52,
0.95,41.59,10.94,
3.81,2.28,15.62,
6.24,1.42,2.35,
5.31,1.61,3.39,
1.56,13.74,20.99,
4.85,13.28,10.86,
0.14,8.06,22.0,
2.35,4.84,16.04,
1.76,8.52,29.38,
9.74,4.67,26.56,
4.96,1.95,32.71,
11.96,0.57,22.59,
1.97,8.6,7.31,
1.83,6.11,19.53,
18.69,0.13,4.06,
2.32,4.74,9.25,
4.24,6.89,19.33,
2.11,5.14,5.51,
8.78,3.43,8.06,
0.58,7.7,11.54,
2.36,2.97,3.88,
1.38,11.75,5.19,
5.58,4.78,18.44,
1.69,1.23,7.17,
2.26,1.63,9.81,
3.67,3.71,13.22,
4.38,7.58,2.62,
1.41,0.82,19.19,
3.05,11.25,4.71,
1.83,5.81,36.19,
5.25,5.19,0.64,
0.69,3.42,2.49,
7.96,3.91,6.59,
2.78,1.76,3.1,
3.33,0.72,13.47,
5.73,3.82,22.95,
2.64,5.05,9.3,
2.61,4.0,17.37,
12.19,1.56,21.99,
4.35,7.94,16.44,
2.69,0.77,17.74,
4.56,14.11,9.08,
1.22,2.8,1.93,
4.91,9.43,28.3,
2.57,1.43,3.02,
1.39,5.15,9.41,
6.01,3.04,10.18,
8.94,10.75,3.12,
4.02,0.84,13.7,
4.12,3.06,15.85,
2.88,4.66,11.97,
8.5,2.79,19.99,
0.9,0.88,8.85,
6.43,15.68,23.55,
5.48,1.98,1.31,
5.03,8.88,5.13,
6.13,3.66,7.45,
21.82,4.3,3.64,
3.05,7.25,1.47,
7.87,2.95,27.26,
1.59,5.23,10.59,
3.17,22.49,16.21,
2.98,16.52,9.61,
4.77,11.02,7.34,
3.43,6.08,2.22,
1.58,4.53,3.66,
2.14,3.78,13.21,
0.07,12.73,5.38,
3.37,7.02,9.36,
2.9,5.63,1.58,
3.31,18.33,15.43,
1.77,3.79,22.61,
5.95,4.02,5.87,
0.04,7.95,5.04,
5.5,0.36,8.09,
1.53,12.66,6.15,
1.25,3.8,0.06,
3.17,5.55,8.14,
7.99,0.79,4.85,
4.41,0.66,15.43,
9.19,2.13,2.51,
0.44,1.32,7.99,
0.76,6.04,18.42,
0.81,13.14,16.65,
7.26,2.62,5.13,
4.99,0.15,7.19,
1.51,3.61,12.66,
0.86,6.64,24.9,
5.62,1.7,2.07,
1.36,19.43,1.97,
9.46,0.43,10.88,
9.44,10.79,3.85,
5.06,18.44,31.19,
0.04,4.07,15.63,
9.24,10.48,31.04,
9.7,2.27,4.4,
5.55,10.49,3.52,
9.7,15.39,6.6,
5.47,2.11,11.11,
0.21,0.67,5.91,
0.67,14.29,14.61,
0.68,9.14,0.01,
12.54,2.61,4.71,
17.6,4.0,9.84,
0.22,1.96,11.99,
4.87,6.19,0.36,
4.98,3.22,4.45,
9.57,9.6,1.2,
8.79,6.17,13.51,
1.72,10.11,18.86,
2.18,6.93,12.08,
11.51,4.0,9.35,
2.28,0.12,25.54,
5.7,4.13,15.52,
2.03,4.62,26.53,
14.29,4.0,11.5,
2.68,3.47,5.31,
5.94,3.57,7.13,
6.14,1.74,2.41,
3.67,4.3,22.29,
5.51,4.85,16.4,
6.62,8.77,5.27,
5.94,8.06,6.04,
2.77,3.61,7.15,
7.35,14.55,27.14,
3.02,1.48,18.45,
6.12,3.55,4.15,
7.94,6.92,16.62,
1.33,0.57,0.9,
11.75,8.78,21.45,
4.3,1.92,3.92,
5.1,0.74,23.99,
1.09,14.79,4.51,
1.24,18.83,16.51,
0.04,13.99,4.13,
8.53,4.03,11.73,
4.57,6.03,9.96,
7.36,7.67,7.97,
5.11,10.22,15.68,
6.23,12.71,4.71,
5.55,2.83,9.72,
5.41,1.64,0.85,
2.05,11.28,1.58,
14.65,7.08,2.25,
2.6,12.84,13.34,
2.77,11.5,5.91,
2.91,13.79,11.28,
8.82,3.22,12.28,
13.11,8.97,9.45,
5.0,3.02,11.32,
2.65,8.57,2.01,
3.41,1.12,11.63,
8.35,4.79,17.66,
3.26,5.09,2.48,
0.34,6.97,10.46,
1.62,7.08,9.39,
2.53,30.73,10.68,
15.89,7.71,3.44,
3.99,2.43,2.74,
12.27,2.82,4.52,
2.38,5.71,0.77,
3.95,0.23,33.98,
0.06,6.92,20.98,
1.2,1.51,5.51,
0.7,2.57,12.74,
2.76,15.69,2.47,
5.72,0.32,19.74,
0.67,1.34,6.95,
8.55,21.32,36.1,
6.77,1.91,10.72,
8.93,7.0,17.93,
3.34,13.6,27.66,
6.88,4.15,1.4,
5.45,6.32,38.02,
0.46,7.08,8.0,
2.37,3.64,0.57,
5.71,1.58,23.08,
2.62,1.7,1.15,
4.77,5.53,14.18,
5.98,1.36,20.9,
3.41,0.94,2.09,
2.45,3.85,20.72,
11.54,3.19,1.08,
6.48,10.05,8.88,
0.68,1.79,2.68,
5.54,7.23,10.48,
0.48,12.79,2.66,
3.2,2.47,5.96,
9.42,7.49,11.02,
14.69,3.64,22.9,
0.73,0.74,9.27,
5.16,18.12,8.82,
3.16,8.59,8.92,
1.91,12.39,7.02,
5.84,0.97,2.76,
3.41,5.81,6.78,
6.07,6.41,2.02,
9.8,11.35,19.84,
10.28,10.43,4.67,
3.47,7.27,1.41,
1.21,3.05,8.97,
6.6,4.32,4.64,
7.14,10.25,2.79,
0.37,8.44,6.14,
5.01,8.89,11.74,
2.54,0.69,7.61,
1.13,8.49,13.59,
2.34,6.34,0.35,
4.14,9.53,12.09,
0.84,14.25,4.41,
2.05,5.35,6.37,
2.77,18.48,9.94,
1.88,12.49,0.45,
2.73,7.13,13.11,
0.37,7.09,0.15,
11.06,13.11,1.47,
2.59,0.86,6.49,
1.45,4.18,10.3,
0.72,0.53,10.4,
0.82,4.98,11.9,
8.94,4.02,11.88,
0.34,6.59,2.04,
9.88,2.83,16.3,
10.81,6.71,2.4,
15.42,6.74,4.4,
0.88,0.25,0.46,
0.47,13.88,5.73,
0.5,7.09,20.15,
4.63,2.62,7.08,
4.42,3.77,13.16,
15.2,13.14,0.21,
8.11,2.26,13.68,
14.99,2.36,15.08,
8.72,2.74,1.43,
2.97,12.59,1.48,
4.71,0.95,1.7,
0.14,13.52,4.48,
1.53,6.5,16.4,
4.89,1.25,27.59,
5.86,6.3,8.27,
9.0,7.34,3.49,
4.9,3.58,26.86,
7.33,9.32,0.6,
2.05,11.89,6.22,
7.81,7.7,3.14,
3.49,12.09,2.71,
3.49,1.04,7.55,
3.99,1.89,5.07,
9.88,4.54,3.47,
2.61,12.84,1.86,
6.05,1.68,13.9,
0.15,10.27,0.97,
2.28,1.44,3.25,
3.15,2.25,10.19,
4.57,0.57,6.47,
3.79,2.27,5.47,
1.21,0.75,6.05,
1.19,0.63,19.93,
8.28,12.16,2.45,
2.43,0.79,12.89,
1.52,11.43,1.18,
6.52,25.18,23.07,
7.34,6.83,3.27,
13.49,4.21,2.38,
2.22,1.99,17.24,
1.85,0.73,2.58,
10.0,6.54,8.34,
3.8,8.17,18.11,
3.76,3.38,9.81,
3.12,4.89,0.58,
1.46,7.76,8.95,
8.4,0.94,0.95,
2.07,6.59,8.51,
16.05,3.68,5.84,
0.89,0.03,6.5,
0.95,8.23,14.57,
8.09,8.74,4.85,
3.45,6.75,5.0,
0.02,0.31,6.78,
2.75,0.26,9.72,
4.73,1.17,17.95,
7.95,7.44,19.02,
13.4,7.6,9.31,
1.88,2.56,17.24,
9.94,7.95,5.49,
2.5,9.97,12.59,
13.04,3.22,0.71,
2.58,7.65,8.17,
4.71,11.66,17.28,
2.35,11.34,15.53,
2.31,10.16,1.05,
1.24,5.6,5.82,
3.76,10.3,41.17,
4.09,1.05,4.21,
4.99,5.84,7.59,
4.21,13.52,5.53,
1.53,7.21,17.32,
2.19,9.24,10.04,
3.09,3.65,19.54,
2.82,12.66,9.75,
4.0,1.91,23.82,
0.76,6.43,1.33,
1.55,4.56,17.66,
2.03,2.06,14.71,
0.33,12.21,8.96,
3.62,10.18,26.16,
2.71,4.68,15.57,
5.72,4.74,19.86,
10.97,5.64,19.05,
9.26,0.27,12.81,
6.69,2.36,1.04,
1.78,3.92,2.54,
3.22,1.35,11.41,
0.77,5.83,3.39,
0.61,4.33,17.74,
10.31,1.41,6.13,
3.51,5.02,2.0,
4.0,4.75,17.88,
6.58,0.87,6.79,
2.25,4.08,1.06,
5.62,0.05,12.65,
5.45,4.68,9.32,
1.77,1.51,9.35,
5.04,6.06,12.22,
5.13,5.88,19.74,
5.58,10.6,1.17,
3.75,8.51,19.15,
4.82,3.06,4.38,
7.19,3.9,1.72,
5.81,2.83,3.26,
0.76,0.68,3.47,
5.82,10.43,5.45,
6.86,1.62,23.6,
7.37,11.21,2.35,
2.97,4.98,9.54,
1.24,7.72,18.26,
8.38,0.87,17.73,
2.07,0.86,17.95,
12.96,2.75,12.97,
7.16,3.92,9.22,
2.22,0.63,11.63,
0.42,0.96,67.7,
8.4,6.98,9.56,
8.02,4.2,0.93,
0.89,5.39,15.12,
1.57,5.11,18.6,
1.11,3.83,2.0,
3.98,1.05,7.59,
1.3,2.99,0.42,
6.57,8.33,18.21,
0.55,3.72,3.74,
1.03,7.9,14.44,
10.27,2.39,10.33,
0.6,1.57,12.29,
8.16,5.33,15.82,
2.32,5.72,4.05,
0.51,0.05,0.2,
3.11,8.74,40.97,
1.82,0.04,13.86,
7.13,2.45,6.87,
20.47,4.13,25.0,
1.08,10.2,17.22,
10.7,0.78,18.2,
7.82,4.38,5.13,
4.17,0.05,18.66,
3.59,2.77,18.43,
1.65,2.71,0.24,
12.28,15.24,11.96,
7.52,19.34,0.39,
3.98,0.72,8.0,
6.47,11.06,1.09,
1.83,8.37,10.09,
8.23,10.67,5.84,
4.29,2.7,32.48,
5.97,6.17,9.15,
1.53,6.59,9.16,
7.91,5.34,15.72,
2.13,8.99,6.42,
