<1h,1-3h,3-6h,>6h
0.03,2.9,17.59,4.24
3.96,3.51,12.46,114.28
0.03,5.57,27.45,1.91
0.03,5.2,8.97,104.84
0.03,2.84,24.24,14.73
1.43,0.51,6.19,81.25
1.09,1.59,21.8,16.67
0.03,0.79,9.94,200.84
0.03,5.66,8.36,21.0
0.03,2.62,22.92,518.26
3.31,0.47,17.99,518.24
0.03,4.26,4.78,17.6
0.03,3.78,7.85,30.52
2.17,0.23,15.09,471.28
0.03,2.58,9.43,13.11
0.4,4.08,7.22,16.92
0.03,4.38,4.7,188.99
0.75,3.92,2.05,12.8
0.24,0.06,1.44,1.64
0.03,2.94,7.07,20.81
0.15,2.04,24.37,112.8
0.03,4.07,9.56,55.48
0.27,1.07,18.15,11.56
0.34,1.42,8.36,95.51
0.03,4.7,27.69,294.62
1.45,3.29,8.17,65.02
0.03,2.79,14.34,21.68
0.44,0.79,0.86,23.35
0.03,1.1,11.91,517.7
0.03,6.73,5.62,15.22
0.03,3.45,10.11,293.06
0.03,7.32,6.35,72.57
0.03,3.5,18.52,3.35
0.03,1.59,4.09,7.61
1.87,4.83,1.26,290.11
0.03,5.13,4.59,35.8
1.01,5.31,1.28,10.81
0.03,0.26,1.03,73.3
0.03,2.61,17.79,10.5
0.03,0.32,30.27,7.84
0.03,1.07,2.64,24.59
3.3,0.35,25.57,19.73
0.03,2.51,29.88,0.37
0.18,1.22,18.49,1.95
0.03,3.77,22.72,184.8
3.3,7.34,30.21,49.34
0.03,2.45,27.96,178.24
0.03,8.49,2.09,14.97
0.75,10.59,10.39,25.4
0.43,3.69,12.2,5.99
2.02,7.31,13.64,6.35
1.26,3.98,7.69,16.73
2.65,16.81,1.41,466.7
0.03,3.53,5.1,4.47
0.03,4.1,8.87,51.3
3.66,2.2,11.01,14.68
0.03,7.43,15.87,80.03
0.6,3.38,14.07,466.55
1.11,7.09,22.49,4.12
0.03,2.09,1.11,68.19
3.23,6.64,7.15,12.73
0.03,0.31,0.26,27.03
6.32,0.29,20.17,38.49
0.9,3.87,16.57,24.1
0.11,5.06,11.17,6.5
0.03,7.71,31.72,17.89
0.03,5.28,32.2,15.1
0.1,5.98,0.64,18.19
2.61,10.89,1.67,26.35
0.62,9.29,11.73,14.55
0.03,22.79,6.35,50.88
0.03,14.48,11.5,7.4
0.03,5.41,9.25,89.19
0.03,12.71,8.93,10.97
2.32,4.53,20.19,1.52
0.03,7.57,23.11,516.77
0.03,3.44,24.12,466.43
3.71,3.42,19.92,381.94
0.03,0.05,27.42,50.14
15.15,4.83,3.74,377.74
0.03,0.83,23.12,22.75
3.26,7.16,0.34,161.04
2.51,8.92,2.13,18.81
1.5,13.8,17.26,23.12
1.15,8.32,16.77,20.59
0.88,9.7,12.67,515.42
0.58,9.79,18.35,0.94
6.45,9.62,17.57,96.79
3.98,12.0,12.51,65.78
0.15,1.75,6.34,14.2
0.04,0.38,15.85,68.66
0.03,4.0,0.34,374.13
0.03,17.3,6.33,7.0
0.03,5.6,13.33,14.65
5.04,1.32,2.22,6.16
3.75,5.49,5.17,65.15
0.03,7.48,11.94,18.09
4.06,1.11,10.54,1.03
1.97,8.68,5.97,266.76
0.68,6.14,5.4,2.95
1.97,4.78,1.95,89.63
0.59,9.68,8.78,77.31
2.91,6.12,2.78,461.47
0.03,26.42,7.94,50.1
0.03,10.59,8.98,34.27
0.33,11.11,10.88,18.09
4.11,47.92,3.04,372.72
3.09,6.86,12.57,7.58
3.3,8.14,13.66,14.16
0.51,4.36,8.01,8.18
0.03,28.86,9.79,33.26
0.03,8.59,5.63,9.8
0.03,17.89,5.15,6.12
0.03,51.05,20.11,4.79
0.03,67.87,15.26,22.11
0.03,48.54,8.77,73.32
0.45,8.08,12.08,460.42
0.8,51.33,10.72,4.09
0.03,39.0,8.36,19.33
3.09,3.85,12.49,11.45
2.83,7.38,16.7,7.68
0.23,1.42,11.12,17.23
0.45,0.34,9.65,12.51
0.28,29.87,4.13,6.21
0.51,25.37,18.34,5.61
0.51,5.23,6.41,1.55
0.31,9.11,5.09,514.85
3.08,8.39,0.88,2.77
3.04,5.75,4.78,2.68
1.94,0.3,0.75,13.5
0.2,7.1,2.4,1.61
0.69,8.85,11.11,8.08
0.15,5.07,24.17,3.87
1.02,3.79,16.33,3.45
0.36,10.7,3.46,7.22
1.02,2.88,7.81,1.95
0.19,0.19,0.73,49.36
2.35,2.64,19.88,8.17
1.72,0.33,30.62,61.72
0.03,10.31,7.0,5.73
0.03,3.01,8.28,7.18
0.03,3.55,19.17,6.01
0.03,14.71,4.52,7.45
3.3,4.31,5.02,20.82
0.93,1.66,16.74,17.29
2.28,4.59,16.31,20.55
1.05,1.55,17.9,25.18
0.03,4.79,19.48,8.63
2.31,1.57,5.3,5.28
0.03,0.73,11.91,514.63
0.61,2.3,27.75,16.6
0.74,0.81,32.04,8.28
1.17,3.81,8.22,147.32
0.81,1.07,3.79,4.01
0.6,0.32,5.82,0.62
0.37,2.58,7.02,1.88
0.34,1.34,1.59,5.66
0.33,0.43,22.59,12.55
1.71,0.33,16.94,92.05
0.03,0.3,11.44,62.53
3.3,0.15,2.54,19.52
0.03,3.0,4.84,20.13
0.03,0.9,7.22,12.67
0.03,2.8,4.37,11.37
0.03,2.62,4.27,5.27
1.3,2.77,3.28,9.09
0.03,4.18,7.49,8.74
0.03,2.73,11.95,35.73
0.04,2.3,2.94,3.01
0.04,1.83,5.24,62.33
2.5,5.05,3.35,4.11
0.04,9.6,14.48,20.91
0.04,0.81,5.33,16.97
0.04,14.28,14.19,514.56
0.04,2.58,0.53,10.37
0.04,9.97,12.35,9.41
1.18,6.57,12.77,13.99
1.34,20.61,8.1,5.28
0.04,0.76,0.1,3.63
0.69,6.54,3.96,14.79
4.41,2.63,6.57,145.07
0.03,4.17,5.69,2.83
0.29,17.29,10.26,251.37
0.73,15.04,4.18,50.94
0.03,6.87,9.06,1.99
0.99,9.19,1.51,360.17
3.32,14.23,3.0,89.49
0.16,1.62,6.93,7.39
3.3,8.38,6.08,21.83
1.12,0.75,5.27,17.47
0.03,1.97,5.74,11.17
2.5,7.29,3.94,25.24
2.08,3.9,2.49,15.72
0.03,10.81,6.1,5.2
3.3,5.24,2.32,84.39
0.03,21.35,6.12,12.7
0.03,14.35,7.04,6.2
4.26,3.9,0.46,248.6
0.44,1.5,9.86,358.84
4.77,9.13,13.45,1.12
7.68,0.37,12.24,18.48
4.53,3.38,8.19,3.96
0.04,0.69,8.79,5.67
10.75,6.17,8.15,7.62
10.28,0.67,0.85,20.59
18.6,6.11,6.02,13.36
3.29,2.25,1.09,1.23
0.03,0.01,9.89,96.64
3.74,4.59,7.97,233.72
1.99,2.34,1.73,19.48
0.33,2.6,10.05,451.37
3.21,4.04,10.88,6.01
0.17,5.22,10.85,2.44
0.05,3.27,14.2,5.05
0.04,3.66,11.85,3.13
1.03,2.57,0.52,4.55
2.0,3.74,7.73,4.16
0.35,1.61,3.61,8.48
5.7,0.89,5.11,5.62
4.93,0.14,13.59,5.69
0.32,1.07,7.84,6.37
4.67,6.67,2.13,4.48
1.48,6.87,0.85,1.72
1.89,21.71,5.96,10.03
0.14,18.52,12.12,5.11
0.52,29.22,19.34,511.81
2.05,49.27,2.81,2.63
0.04,21.07,0.8,2.7
5.2,1.31,4.28,1.97
0.69,16.64,2.36,1.01
0.04,1.87,12.56,12.94
0.04,0.03,12.79,10.59
0.04,3.24,7.38,14.87
2.62,13.91,8.89,4.49
3.44,7.91,2.56,5.15
0.41,2.25,5.43,6.17
0.04,16.27,5.97,8.54
2.69,9.07,4.38,6.9
3.88,3.46,2.0,64.11
0.04,5.23,9.29,103.47
2.46,4.51,4.38,4.61
1.95,4.43,4.95,221.55
1.52,6.78,0.06,11.68
0.57,7.77,0.35,8.11
0.04,3.66,0.74,70.46
0.04,8.41,10.08,3.03
0.04,13.45,3.77,2.51
2.4,11.76,5.26,6.02
0.55,0.4,7.63,4.15
0.52,6.41,5.88,3.52
0.04,8.15,3.71,0.46
0.04,9.82,7.89,216.16
0.04,0.9,1.14,1.79
0.04,4.73,7.29,114.35
0.04,4.8,4.21,10.14
0.23,1.34,0.52,447.05
0.04,0.59,0.7,4.95
3.3,1.26,3.75,5.79
0.21,3.72,9.98,4.17
0.09,2.94,5.0,0.03
0.1,0.18,3.0,0.81
0.15,1.13,0.4,7.75
0.04,1.89,1.94,8.42
0.44,2.04,0.81,1.83
0.04,6.41,0.04,1.73
0.73,2.48,5.23,2.99
0.21,1.1,10.74,510.83
1.29,0.84,4.09,336.21
0.0,1.86,6.07,0.18
1.89,3.25,4.83,81.9
0.82,2.05,8.21,443.92
0.04,4.31,5.12,79.27
0.04,0.08,2.64,22.07
0.04,2.34,5.78,9.56
0.04,0.12,3.06,441.68
3.3,0.02,0.36,69.98
0.04,2.17,13.25,9.78
0.04,2.81,15.61,1.47
0.4,6.56,4.09,1.48
0.04,3.7,2.14,55.99
0.04,5.22,19.79,5.89
0.22,0.0,6.3,1.22
0.14,1.21,25.25,6.15
0.04,1.09,4.22,142.8
1.15,1.17,17.33,114.31
0.04,2.36,7.8,1.75
2.04,0.47,2.34,6.54
2.36,3.56,1.49,14.07
0.41,2.84,2.04,1.97
0.04,0.28,9.63,509.6
0.04,1.79,7.76,19.62
0.0,2.68,5.94,13.88
0.04,1.71,4.31,12.53
0.04,0.69,3.8,10.42
1.4,0.86,1.55,12.6
0.89,0.79,6.7,3.9
0.04,9.87,10.88,0.99
0.04,2.42,6.87,25.53
3.08,1.16,7.51,4.14
0.04,4.72,6.53,8.01
0.04,1.57,0.57,7.04
3.15,2.46,0.12,11.05
0.12,0.52,2.9,203.03
1.8,2.48,4.52,3.17
0.04,0.7,9.34,0.73
0.04,2.46,12.56,3.48
0.04,3.28,4.66,194.84
0.04,3.67,3.14,20.01
0.35,3.66,6.82,3.03
0.46,3.99,4.91,1.63
0.04,0.16,14.38,121.67
0.04,0.29,16.03,7.61
1.46,3.6,0.57,114.22
0.04,5.74,6.35,22.78
0.78,2.53,17.31,19.7
1.32,0.92,34.2,201.48
0.04,2.49,0.48,10.74
3.29,1.88,5.16,4.9
0.04,0.46,1.59,19.06
0.04,0.15,2.32,14.75
0.04,0.32,20.98,9.18
0.04,1.28,3.3,325.88
0.47,3.09,22.47,14.81
1.9,4.35,13.34,6.4
3.01,2.7,3.61,16.36
1.81,0.31,17.74,4.22
2.13,0.64,11.3,92.48
0.32,4.87,3.08,2.19
0.93,4.99,7.67,2.31
0.4,2.39,14.31,21.34
0.04,3.12,2.24,9.52
0.04,2.69,8.81,75.9
5.64,0.52,10.55,9.45
5.27,3.46,20.86,8.97
0.04,5.21,5.97,6.7
0.62,2.84,9.22,4.02
0.85,3.5,2.58,3.71
2.47,5.05,3.03,9.44
0.04,1.64,1.17,59.33
5.05,3.46,12.71,2.24
4.56,8.41,5.99,12.27
0.04,0.27,7.37,13.65
0.35,6.92,0.01,0.94
0.04,5.71,7.88,7.08
0.04,2.65,6.18,2.33
0.23,1.79,10.03,14.11
1.95,1.72,0.45,3.88
1.24,1.53,0.91,509.83
0.14,1.72,9.97,2.85
0.04,1.36,3.93,441.99
1.33,0.55,3.04,74.53
0.04,1.79,5.13,1.45
0.04,10.88,0.74,2.59
0.73,1.98,9.24,13.53
0.04,4.12,3.27,14.83
0.04,4.27,0.13,20.59
0.04,6.96,3.47,7.46
0.04,3.3,0.46,440.67
2.51,1.99,1.07,13.39
3.34,4.84,1.09,439.05
0.04,10.86,6.75,12.14
0.33,5.46,0.88,2.65
0.04,8.32,7.4,8.5
0.04,0.15,0.44,88.84
0.04,1.91,1.88,6.31
0.04,8.96,3.19,4.31
0.39,15.88,4.05,323.27
0.04,2.63,4.94,71.17
0.04,10.74,4.69,3.76
0.04,17.16,1.46,19.39
0.04,14.46,6.6,16.29
0.04,16.78,18.93,0.3
0.43,15.21,10.54,3.92
0.88,10.49,2.82,60.14
0.04,6.42,1.93,508.45
0.04,0.54,11.2,71.92
0.04,2.12,2.52,79.76
3.29,3.32,1.51,10.02
2.18,5.37,2.97,15.83
0.04,8.48,5.49,6.75
0.04,18.54,0.47,438.13
0.04,1.08,7.05,8.9
1.66,6.58,6.68,0.68
0.04,0.69,5.62,6.53
0.76,0.14,2.29,5.91
0.91,2.71,0.15,75.07
0.04,2.64,3.73,39.48
0.45,4.85,3.68,9.86
0.04,1.23,4.29,4.2
0.04,6.9,4.06,3.56
0.02,0.4,0.21,3.25
0.04,2.67,7.93,325.08
1.86,0.7,3.1,0.31
3.29,5.74,5.5,63.68
3.12,3.13,5.38,10.31
0.48,3.2,1.84,2.12
0.04,2.21,6.83,0.22
0.04,15.74,6.77,3.09
2.86,7.46,5.98,58.94
1.33,2.55,4.76,4.74
0.04,2.15,4.69,35.7
0.39,7.94,2.72,196.3
0.04,0.67,3.19,49.35
0.04,6.73,1.06,11.38
0.04,1.87,1.56,30.63
0.04,5.17,2.24,508.23
2.01,1.15,5.13,14.64
0.04,0.21,0.86,39.82
0.04,0.37,5.94,52.13
0.04,0.05,0.04,6.71
0.04,3.31,4.66,9.69
2.55,8.37,1.56,11.68
0.04,3.18,3.55,4.96
1.05,9.98,11.54,40.74
0.04,0.43,16.81,196.63
0.04,0.27,13.06,194.35
0.63,3.29,3.1,0.58
0.04,4.81,12.22,6.49
3.29,0.68,4.76,0.04
0.12,1.87,10.21,5.43
1.93,3.36,11.33,507.43
0.04,0.94,6.43,433.39
2.2,2.73,3.84,31.2
3.41,4.14,15.22,3.98
1.88,2.53,19.92,3.0
0.68,2.7,7.41,10.09
2.46,0.43,1.39,9.11
1.15,4.58,0.24,14.93
5.85,13.6,19.94,37.43
1.09,2.27,8.81,14.77
0.04,4.47,3.07,2.21
0.04,6.45,4.37,506.5
0.04,1.5,14.47,38.3
1.39,3.54,4.67,11.99
2.97,1.34,7.94,506.31
0.04,3.04,3.65,0.77
0.04,0.94,1.9,14.61
0.04,4.85,2.19,14.67
0.04,1.08,9.13,4.09
0.04,0.47,1.76,24.24
0.04,3.9,2.34,18.22
0.04,4.36,6.1,506.06
0.04,5.71,10.31,16.39
0.58,2.86,3.26,55.54
7.68,0.77,4.68,12.65
4.39,5.78,6.76,6.73
0.04,5.96,4.63,1.73
0.04,5.61,17.59,23.87
0.04,3.68,4.0,0.68
6.35,1.33,2.82,7.81
3.29,6.83,0.93,17.38
12.1,0.26,3.6,11.38
9.84,9.06,5.33,4.86
0.04,4.35,8.14,16.07
0.04,17.66,0.53,1.28
4.31,6.21,0.52,0.89
2.17,4.58,1.05,9.41
0.04,1.75,3.76,174.44
2.1,3.97,3.08,16.68
4.28,14.56,5.68,430.02
12.18,17.26,5.71,0.57
6.72,14.2,5.54,79.47
8.43,11.88,0.63,14.31
0.04,10.2,9.05,81.18
0.04,5.5,0.31,6.81
0.04,7.8,15.75,7.76
9.1,3.95,0.7,1.94
3.29,14.29,21.87,1.43
8.67,15.69,21.6,1.41
8.53,19.93,11.25,10.91
5.01,20.33,9.1,27.82
6.05,2.24,1.5,4.56
0.34,9.75,2.71,8.28
0.04,6.62,35.18,59.45
0.64,3.78,5.91,6.46
0.04,46.97,3.67,14.0
3.27,38.43,6.63,10.77
2.63,10.44,5.78,31.3
1.6,5.5,4.56,3.36
1.5,28.46,1.62,13.38
1.62,6.71,18.16,2.65
0.07,0.94,1.18,0.57
0.04,9.48,47.29,4.86
0.04,19.97,7.0,2.03
0.04,17.01,19.22,54.88
0.04,11.72,19.2,10.86
0.04,4.3,18.82,1.96
0.04,12.36,18.7,3.68
2.25,2.33,5.49,5.37
1.07,9.7,8.55,9.31
0.04,4.01,23.47,6.63
0.04,16.1,41.49,167.95
0.04,10.64,17.68,7.32
3.87,3.6,15.51,7.71
1.55,6.51,17.64,37.42
1.52,6.03,2.14,8.41
2.63,5.37,7.6,159.81
0.05,6.7,37.23,23.84
1.63,0.91,19.89,291.97
2.01,3.98,47.94,421.56
1.75,2.89,12.3,6.1
4.86,8.18,11.63,46.34
2.94,8.58,77.22,46.99
1.05,3.12,15.27,38.79
6.06,0.63,29.85,30.04
0.04,6.99,76.81,10.55
0.04,7.23,20.71,12.49
2.46,6.16,54.8,2.11
0.6,3.78,26.66,22.55
1.72,1.59,20.43,8.16
0.04,0.17,5.5,503.17
0.04,1.46,13.47,39.75
3.29,6.87,23.97,10.06
0.64,6.54,35.27,14.87
0.45,7.54,7.13,102.33
0.05,5.14,23.22,12.59
1.8,5.63,5.76,7.35
0.05,1.64,8.11,8.72
0.05,2.45,16.16,12.9
0.05,0.33,12.14,2.73
0.31,10.64,18.4,11.23
0.13,10.03,8.63,9.29
0.05,6.36,16.67,80.87
0.01,19.27,20.66,421.59
0.05,20.22,10.11,16.69
0.04,12.55,13.76,0.95
0.07,9.38,0.61,51.31
1.85,4.6,2.77,27.47
0.05,4.59,3.7,24.93
0.05,11.52,8.39,24.37
0.22,8.6,39.42,145.08
0.19,12.78,6.76,21.27
3.29,3.14,21.99,1.39
1.61,2.68,1.34,19.49
2.27,4.38,1.27,3.57
0.7,2.06,7.73,4.09
0.05,1.4,21.63,61.71
0.56,2.68,13.61,12.88
0.05,5.29,10.49,27.23
3.29,1.15,26.19,7.46
1.34,5.45,29.85,0.46
3.29,6.23,10.06,17.95
0.29,4.03,21.77,140.29
0.05,6.64,13.39,285.5
0.97,2.92,14.87,42.86
0.05,5.35,18.25,12.93
0.05,2.4,9.07,6.63
1.24,0.4,3.56,501.79
0.05,9.37,8.22,73.21
0.05,4.38,0.43,9.16
0.05,0.03,5.09,22.27
0.05,3.69,5.51,9.69
1.46,2.02,0.11,0.15
0.05,7.07,17.46,3.58
0.05,1.34,21.32,7.74
0.05,1.96,5.39,13.41
0.05,1.48,6.13,415.32
0.05,6.86,5.34,58.49
0.39,2.58,1.34,275.03
0.05,8.43,15.39,59.93
0.05,6.32,14.05,2.77
3.73,3.04,0.42,8.53
0.05,4.08,6.75,9.47
0.05,2.81,1.09,2.87
0.05,5.14,0.26,3.86
3.87,2.54,30.49,4.63
3.45,6.88,16.78,16.19
1.5,5.91,8.12,1.52
0.05,5.16,2.64,0.5
1.86,5.99,4.86,53.59
0.05,6.74,5.37,15.95
0.05,2.1,2.39,9.7
0.05,2.09,9.31,3.42
0.05,4.54,3.88,116.09
0.05,0.09,3.91,115.05
0.75,6.11,7.55,11.09
0.17,3.19,4.63,20.49
0.05,1.06,4.52,4.64
1.13,2.97,10.89,0.96
0.05,1.12,13.21,0.42
0.89,2.31,32.16,261.09
0.05,1.08,2.63,23.04
0.05,5.67,18.18,11.23
0.05,5.09,1.1,12.5
0.05,2.28,12.88,91.62
0.05,1.1,9.78,9.64
0.05,3.38,1.89,13.78
0.05,8.93,7.95,120.33
2.56,1.03,10.52,404.5
3.62,3.73,15.63,72.2
0.05,2.58,6.4,44.97
0.05,0.4,6.73,35.35
0.05,1.42,11.64,11.66
0.05,4.15,0.71,0.42
0.05,0.99,6.09,5.32
4.46,3.69,4.28,30.65
0.05,7.46,18.19,25.5
0.05,4.79,14.31,15.99
0.05,4.23,4.4,98.65
1.14,0.56,2.43,20.01
0.34,2.96,0.31,30.44
0.05,4.79,12.81,26.29
0.72,5.69,16.58,32.75
0.05,4.27,6.95,19.58
0.05,2.95,5.96,2.61
0.22,1.64,1.57,19.23
0.05,4.8,10.37,19.21
3.56,0.99,5.51,24.26
2.81,4.77,9.13,2.73
0.1,2.42,13.43,499.88
0.24,2.41,6.41,20.06
0.05,0.21,9.3,41.31
3.21,3.33,0.56,4.02
2.94,2.83,6.37,6.74
0.05,0.07,18.64,15.88
0.05,4.34,19.41,0.74
0.05,3.93,1.14,17.52
0.03,0.52,0.14,7.81
0.57,1.87,11.15,2.96
0.4,0.17,0.75,263.17
0.95,0.38,1.26,15.55
1.2,2.62,12.99,95.6
0.05,2.94,10.07,16.91
1.8,1.27,16.63,4.87
0.05,9.17,10.58,403.16
3.29,2.09,0.15,9.53
0.05,0.2,5.02,28.33
0.05,1.09,16.48,3.99
1.5,0.53,0.07,62.39
0.05,6.16,11.03,1.11
0.05,2.63,6.81,3.3
0.05,1.21,15.86,13.43
1.32,0.57,2.9,7.35
0.22,2.43,30.13,244.95
0.05,6.2,25.13,133.25
0.04,0.0,14.01,20.04
0.05,0.81,10.28,16.76
0.05,4.43,23.91,118.21
0.05,1.9,0.41,1.84
0.05,0.86,0.63,11.71
1.43,0.49,4.38,32.33
0.05,0.92,8.06,3.82
0.05,1.7,13.17,3.89
1.03,0.26,18.86,11.4
1.37,1.38,3.77,3.89
0.05,0.39,11.78,8.17
2.14,2.39,19.48,4.59
2.41,0.81,17.77,0.95
3.28,4.56,12.31,16.74
2.33,3.16,31.79,9.21
0.05,3.22,23.75,1.44
4.31,0.36,9.69,39.59
0.43,2.96,3.33,11.71
0.05,0.99,3.89,103.86
0.05,3.24,17.86,8.3
0.05,4.12,9.58,21.47
0.06,11.32,18.04,14.81
12.09,2.39,4.53,89.55
0.52,10.92,0.47,21.54
0.36,17.9,9.99,499.08
0.19,1.17,8.75,22.98
5.58,1.18,5.01,46.34
10.4,30.79,7.26,62.09
0.05,22.41,2.87,13.62
9.47,8.0,1.04,10.19
0.05,15.51,12.32,33.51
0.2,49.35,8.36,23.35
0.68,8.41,3.4,8.96
1.16,7.7,0.64,7.22
5.46,23.35,13.28,2.38
2.64,14.04,12.85,103.72
3.4,0.01,2.16,10.98
0.05,5.43,4.92,4.08
0.05,7.49,6.33,10.25
0.05,10.46,4.6,1.33
2.53,0.22,0.05,1.53
0.58,2.29,0.29,7.77
0.05,1.52,9.88,253.47
0.24,1.57,19.12,12.01
0.05,9.84,24.9,23.95
0.05,2.46,6.71,16.06
2.21,13.55,1.25,21.43
2.56,9.38,23.39,8.1
0.05,11.55,0.44,6.27
0.05,5.05,15.67,23.02
0.74,9.24,8.08,6.14
2.89,8.83,15.83,94.98
0.05,8.6,1.03,16.8
0.38,7.62,7.95,30.79
3.05,2.02,13.96,11.7
3.28,0.61,0.42,12.47
0.94,12.95,40.55,22.31
3.41,3.63,24.64,6.31
3.35,0.11,9.95,16.4
1.03,3.59,36.45,84.55
0.05,16.24,34.23,24.02
0.05,9.5,3.99,20.32
0.05,4.04,63.38,405.78
0.05,7.52,27.04,30.92
0.27,2.88,16.67,31.5
1.11,6.41,4.88,12.62
0.05,4.09,30.6,6.22
0.05,3.04,6.86,19.7
0.05,5.91,8.23,62.78
0.05,5.97,9.98,41.38
0.71,1.29,5.24,498.44
1.18,0.47,34.74,9.37
0.05,0.52,25.99,0.7
0.05,4.87,3.71,6.6
0.98,2.93,22.09,73.02
0.05,2.95,0.81,20.87
0.99,1.61,9.27,24.55
0.05,2.4,6.23,19.63
0.05,0.93,25.54,253.05
0.43,3.39,4.4,2.76
0.21,5.02,9.75,21.58
0.05,3.92,0.89,21.04
0.05,2.66,14.67,18.92
0.84,1.28,14.05,20.28
0.05,6.09,17.79,86.93
1.29,0.28,9.66,14.24
0.05,0.79,3.81,7.31
0.05,10.96,7.7,1.84
0.05,2.68,2.19,1.0
0.05,0.29,11.26,8.96
0.05,1.91,8.63,8.74
0.05,1.25,5.24,4.16
1.88,2.51,8.58,17.65
0.73,2.69,16.47,6.12
0.05,2.03,12.63,402.12
0.97,1.88,10.17,2.6
0.05,0.1,0.83,27.39
3.12,1.58,0.3,2.59
1.21,6.18,9.4,9.09
0.05,1.01,19.11,8.54
0.05,3.2,16.16,11.24
0.15,3.02,0.99,0.19
0.05,0.06,9.02,28.93
0.05,0.46,3.88,2.77
0.22,2.57,4.45,9.0
2.56,7.57,6.13,244.57
0.05,1.93,5.33,12.11
0.92,1.2,7.94,6.1
0.05,2.37,0.33,33.6
0.05,1.0,4.19,496.74
1.24,1.92,4.41,395.79
1.14,5.95,2.63,103.11
0.05,5.94,9.31,233.48
0.05,1.27,7.96,102.39
0.05,0.82,2.78,75.21
0.57,1.52,3.77,2.28
0.05,2.41,0.13,14.22
3.28,1.45,2.91,9.14
0.06,1.23,3.17,12.41
1.55,0.61,2.85,11.58
0.06,4.38,11.16,237.6
3.28,2.03,0.91,5.48
1.39,0.88,5.89,3.53
0.23,0.37,1.6,93.47
0.91,12.6,6.49,13.29
0.01,5.82,3.07,1.65
0.06,8.18,7.73,22.38
0.06,4.71,6.17,17.78
0.9,4.38,15.47,22.35
0.06,7.08,12.58,235.59
0.06,4.02,12.77,2.67
3.28,4.27,3.2,495.68
0.06,1.03,12.59,29.58
2.34,2.2,8.98,1.8
0.06,2.5,1.64,99.08
0.55,0.54,2.03,1.49
0.54,9.16,4.12,494.74
0.06,1.75,2.06,6.4
2.37,8.0,5.92,44.84
0.06,7.09,8.3,3.66
0.06,1.85,6.61,2.04
1.44,3.92,3.95,78.55
0.06,5.84,16.42,495.36
1.65,0.08,3.99,13.17
0.06,4.07,1.94,18.96
0.88,4.54,4.89,12.89
0.06,4.02,4.52,35.99
0.69,0.58,2.92,33.15
0.58,4.3,4.76,14.9
0.06,2.15,4.31,6.34
3.27,4.81,2.75,27.45
2.13,5.09,4.73,15.08
0.42,3.29,3.01,23.12
2.26,1.0,3.1,395.01
0.06,4.22,2.81,0.24
0.06,2.02,9.3,393.55
0.06,11.12,0.76,5.33
2.61,4.26,1.71,37.57
4.0,1.92,13.85,5.7
4.15,4.73,4.2,2.26
3.63,3.68,14.92,72.38
0.06,3.41,0.78,3.21
0.06,0.54,11.53,32.0
0.06,13.35,13.19,68.0
3.53,9.38,7.25,12.91
4.05,9.3,20.22,15.74
2.12,21.68,11.48,16.83
0.76,37.8,3.99,13.51
1.61,35.24,5.93,2.58
0.83,0.18,10.27,8.2
1.04,22.72,13.24,8.97
0.06,39.22,4.14,6.68
0.87,17.0,5.82,5.09
1.94,15.96,3.97,18.64
0.06,17.56,10.18,33.42
0.06,16.72,7.94,92.54
0.06,2.7,3.38,51.29
1.63,14.46,1.3,18.76
0.06,1.49,8.1,47.55
2.24,9.14,9.28,17.3
1.89,7.23,2.15,12.07
2.54,0.63,13.47,238.67
0.06,5.26,3.31,13.33
0.34,4.29,2.17,14.03
0.06,3.32,5.68,20.06
0.06,11.36,0.77,15.4
0.06,9.09,2.4,23.59
3.27,7.65,4.09,8.58
1.17,10.75,1.16,23.33
0.06,5.68,3.74,2.3
0.06,1.17,12.27,17.63
3.27,9.89,8.4,231.98
3.23,8.07,1.78,8.45
0.06,10.78,3.98,3.14
2.47,2.73,4.51,7.31
2.18,15.82,4.81,8.25
0.44,6.86,0.83,16.12
0.06,4.92,2.55,13.88
0.06,6.41,0.59,20.86
0.06,4.08,7.16,220.38
0.11,1.97,0.96,16.22
3.23,14.35,5.75,30.43
0.06,3.82,5.45,27.24
0.37,8.27,4.66,3.66
0.53,4.44,3.95,7.91
0.65,9.67,2.06,25.21
0.06,6.96,8.17,1.41
3.7,4.54,13.38,6.64
0.18,0.14,3.55,4.3
0.23,3.5,12.25,211.74
0.23,2.79,4.2,8.54
0.06,3.14,18.24,15.68
0.06,0.32,4.87,491.75
2.08,6.54,14.55,378.88
4.95,8.66,3.39,195.16
6.6,18.55,3.01,1.58
3.34,1.4,2.41,11.16
3.35,6.11,1.26,0.8
0.06,0.22,12.09,134.72
0.06,6.61,2.5,2.1
6.74,1.29,4.25,49.22
1.55,2.31,5.81,6.75
0.06,2.07,10.7,13.34
0.06,3.21,2.4,8.93
0.06,15.25,4.04,1.61
1.62,0.77,7.23,4.39
0.06,9.45,3.77,10.12
2.25,0.67,3.69,6.59
3.27,7.8,6.44,79.41
0.06,1.72,2.64,7.99
0.06,0.54,6.68,6.28
0.75,0.23,0.25,2.33
0.06,5.31,5.67,48.46
0.85,7.12,0.02,6.88
2.62,4.35,1.33,6.83
3.27,0.17,0.49,17.7
0.31,1.83,1.81,1.19
0.06,2.22,3.06,7.32
