<1h,1-3h,3-6h,>6h
2.01, 47.86
2.84, 3.85
2.62, 22.49
7.54, 18.35
3.77, 3.82
1.97, 27.74
2.8, 0.61
20.53, 18.14
0.18, 9.75
8.59, 41.3
6.38, 27.54
4.43, 13.49
9.2, 107.01
17.0, 10.76
6.94, 11.41
9.8, 0.32
1.58, 9.75
4.49, 12.21
3.12, 75.47
4.21, 15.42
1.23, 4.11
3.44, 9.85
0.29, 85.76
0.03, 14.57
13.03, 54.52
3.05, 12.83
0.41, 52.42
2.81, 17.98
16.31, 47.58
2.1, 47.71
2.97, 58.6
11.17, 28.05
2.33, 9.32
13.31, 16.86
2.83, 0.9
0.28
26.95
0.35
0.58
0.32
3.04
5.76
1.94
2.51
3.73
7.08
5.65
31.22
27.59
6.48
25.68
32.13
22.31
11.96
8.44
15.12
19.71
2.16
1.76
9.4
11.14
5.8
4.24
2.22
0.03
3.85
1.35
13.73
3.75
0.92
1.43
0.82
1.7
18.12
0.0
27.54
15.44
3.13
1.82
21.49
2.99
9.72
0.28
6.23
2.71
4.34
5.52
0.67
11.49
3.51
18.46
15.97
11.44
11.66
3.14
2.89
4.6
0.56
1.37
1.32
1.46
1.36
1.96
8.3
3.58
3.11
7.5
0.65
7.41
7.36
1.53
0.42
3.72
1.56
1.04
1.11
3.45
19.06
0.94
9.76
7.08
1.47
0.33
1.07
1.11
1.99
0.16
1.08
0.2
0.05
6.91
0.14
0.0
0.36
38.71
5.0
0.1
21.27
0.07
4.09
17.51
27.43
15.69
10.14
23.13
21.55
6.83
21.12
6.6
0.59
0.46
20.01
1.77
1.58
1.08
2.65
4.22
2.05
2.8
0.2
4.05
14.94
9.5
13.76
9.78
11.58
6.48
4.59
4.75
9.76
0.49
1.38
1.04
1.27
2.46
2.32
7.74
0.08
25.55
0.38
12.89
5.3
0.59
2.35
10.03
4.24
0.53
8.36
2.99
4.11
12.38
6.04
5.82
11.47
12.38
17.51
22.67
1.93
10.18
18.19
8.75
15.28
13.42
7.49
14.18
5.8
8.01
6.6
8.37
2.22
8.15
5.22
5.45
4.96
4.95
4.55
4.66
5.03
6.78
9.37
15.03
16.18
12.22
6.02
18.67
7.54
14.35
4.91
4.95
6.67
4.4
4.02
33.05
4.27
4.64
12.2
13.22
7.51
5.15
4.32
8.84
9.87
7.92
